participantID,participantCode,seq,exp,prewalkStart,walkB,walkE,walkFinish,preCandidateN,preSelectedN,walkCandidateN,walkSelectedN,preLowAnimFrac,walkContinuousFrac,preDynamicMedian,preRawMedian,walkDynamicMedian,walkRawMedian
11-9UIZ,9UIZ,26,37,3409.76200008392,3414.76200008392,3433.80700016022,3435.75530729295,500,500,2099,1762,1,0.839447355883754,22.1862374875389,985.892652794158,293.800510415679,982.537322083793
11-9UIZ,9UIZ,27,31,3512.1740000248,3517.1740000248,3536.22800016403,3537.55187399928,500,500,2038,1714,1,0.841020608439647,20.858532300697,985.892652794158,294.287206373123,979.763300279604
11-9UIZ,9UIZ,28,20,3613.74000000954,3618.74000000954,3637.80800008774,3641.03518820773,500,500,2229,1893,1,0.849259757738896,20.0273336198612,986.518009379232,270.303360946331,983.902958227677
11-9UIZ,9UIZ,29,23,3718.07400012016,3723.07400012016,3742.12199997902,3743.523375264,500,500,2045,1746,1,0.853789731051345,19.5279563394251,987.437421188571,298.823180479011,983.349494724902
11-9UIZ,9UIZ,30,15,3821.6779999733,3826.6779999733,3845.73900008202,3846.07478247712,500,500,1939,1650,1,0.850954100051573,22.7700156116973,985.266694634987,293.681422434427,1004.67028180732
11-9UIZ,9UIZ,31,25,3922.98099994659,3927.98099994659,3947.02400016785,3947.98907265454,500,500,2001,1702,1,0.850574712643678,22.452805866666,984.271723638559,296.248084324355,978.688567894246
11-9UIZ,9UIZ,32,7,4031.50800013542,4036.50800013542,4055.56500005722,4057.44065916691,500,500,2093,1764,1,0.842809364548495,19.8947233348772,989.126542254159,280.322670201988,986.738890778276
11-9UIZ,9UIZ,33,34,4146.52999997139,4151.52999997139,4170.57400012016,4172.04673613767,500,500,2051,1722,1,0.839590443686007,21.2264455581974,985.892652794158,307.077081351805,979.911423847443
11-9UIZ,9UIZ,34,17,4247.33599996567,4252.33599996567,4271.37400007248,4274.94750032426,500,500,2261,1922,1,0.850066342326404,20.7806008577465,987.290393576439,257.667780658845,980.725851805722
11-9UIZ,9UIZ,35,10,4355.93400001526,4360.93400001526,4379.99500012398,4380.67308749982,500,500,1974,1673,1,0.847517730496454,20.226728208645,986.628558437265,297.27442722209,985.377191835775
11-9UIZ,9UIZ,36,36,4456.22000002861,4461.22000002861,4480.2610001564,4481.14644719074,500,500,1992,1674,1,0.840361445783133,22.3142030140184,983.681632624106,308.27894020339,991.435228055039
11-9UIZ,9UIZ,37,27,4554.42000007629,4559.42000007629,4578.45900011063,4580.61798314272,500,450,2120,1765,0.9,0.832547169811321,19.8115722404221,985.892652794158,305.137193693778,985.892652794158
11-9UIZ,9UIZ,38,18,4655.21800017357,4660.21800017357,4679.27400016785,4680.42748099742,500,500,2020,1533,1,0.758910891089109,22.0808335928394,985.892652794158,286.651285230305,982.204854081389
12-9UN3,9UN3,1,8,254.259000062943,259.259000062943,278.328999996185,285.389781409995,500,500,2613,2229,1,0.853042479908152,21.4929524889238,980.133625995795,214.824617264086,990.812783738583
12-9UN3,9UN3,2,36,371.059000015259,376.059000015259,395.12900018692,403.589015208064,500,500,2753,2206,1,0.801307664366146,21.6998672534734,979.392840139835,213.5238469547,997.128988741184
12-9UN3,9UN3,3,19,489.514000177383,494.514000177383,513.56200003624,520.029328925655,500,500,2551,2130,1,0.834966679733438,20.6500785140949,982.130956864711,223.142158053764,996.10942917865
12-9UN3,9UN3,4,29,602.626000165939,607.626000165939,626.671000003815,632.995721329845,500,500,2537,2205,1,0.869136775719354,21.9320921727334,977.389913848533,217.969220186897,995.708602958766
12-9UN3,9UN3,5,14,713.177000045776,718.177000045776,737.239000082016,744.973781296082,500,500,2680,2131,1,0.795149253731343,21.6447081851792,977.686902586427,215.576914410282,988.979776685838
12-9UN3,9UN3,6,7,822.425000190735,827.425000190735,846.496999979019,853.550439170171,500,442,2613,2146,0.884,0.821278224263299,21.9048274989756,976.126703639956,211.156528537666,993.300220797185
12-9UN3,9UN3,7,34,959.397000074387,964.397000074387,983.452000141144,989.974635681858,500,500,2558,2264,1,0.885066458170446,20.929368691168,974.712943141247,214.17495017232,989.676713178842
12-9UN3,9UN3,8,6,1081.37600016594,1086.37600016594,1105.43099999428,1111.77344339413,500,500,2540,2306,1,0.907874015748032,23.4365113639495,975.606082861143,211.772311444336,989.970015915554
12-9UN3,9UN3,9,24,1199.992000103,1204.992000103,1224.05400013924,1229.21616459013,500,500,2422,2212,1,0.913294797687861,21.8071569739549,976.869921087977,232.545847318188,992.130279245166
12-9UN3,9UN3,10,18,1321.73699998856,1326.73699998856,1345.78100013733,1351.79481103457,500,500,2506,2232,1,0.890662410215483,20.4687218582563,982.057054087462,203.225129311492,987.988538158335
12-9UN3,9UN3,11,37,1433.84899997711,1438.84899997711,1457.90499997139,1466.55375059472,500,500,2771,2163,1,0.780584626488632,22.2759041074313,977.389913848534,206.503545914334,990.593001980456
12-9UN3,9UN3,12,13,1556.69500017166,1561.69500017166,1580.76600003242,1589.59451925839,500,500,2790,2289,1,0.820430107526882,21.5656643943673,977.315652562566,215.243413673075,992.203604333171
