participantID,seq,exp,preDynamicMedian,walkDynamicMedian,walkRawMedian,preSelectedFrac,walkSelectedFrac,valence,dominance,arousal,liking,familiarity
01-9TZK,21,24,23.039668816204,182.426490466813,985.598133934137,1,0.679245283018868,1.5,7.6,6.9,6.6,5
01-9TZK,22,26,23.9447141419356,193.938257105576,987.878337175172,1,0.653939886271324,3,5.2,1.5,2,1
01-9TZK,23,11,23.1358270948515,172.855106111459,983.017356825699,1,0.615004122011542,7.5,4.9,5.3,6.1,1
01-9TZK,24,34,23.0260758907204,170.038695440679,978.873956479499,1,0.635501938819474,3.5,6.6,6.8,2.4,1
01-9TZK,25,31,23.0890310428643,155.890253780677,975.903614457831,1,0.628933387821823,1.2,8.5,6.9,1,1
01-9TZK,26,10,24.1777506231871,194.937040369748,983.681632624106,1,0.683673469387755,3.1,6.5,7.1,5,1
01-9TZK,27,15,23.4085624393633,176.814498018479,981.169761482242,1,0.665204036858271,6.2,3,2.7,6.1,2
01-9TZK,28,33,24.325627477868,183.590724243058,980.762853347061,1,0.722222222222222,2,6.5,3.4,2.1,1
01-9TZK,29,8,23.9934000394212,179.164554694456,982.795806812905,1,0.639337112952464,7.7,5.7,5,8.8,5
01-9TZK,30,28,24.0218535398157,170.129061272081,982.204854081389,1,0.707012058954891,3.6,2.8,1.8,2.8,1
01-9TZK,31,38,24.0408052304078,196.109321022248,986.922767049272,1,0.564422648238966,1,8.6,7,1,1
01-9TZK,32,19,24.0005177489274,171.933673575233,979.466941134444,1,0.631011608623549,7.2,5.7,5.6,7.3,4
01-9TZK,33,22,23.7944704998866,154.288829772817,978.873956479499,1,0.586350395339159,5,5,5.1,3.4,1
01-9TZK,34,30,24.2059860511418,153.095080534497,978.577328001028,1,0.635227730753728,3.2,7.1,7.1,5.6,2
01-9TZK,35,12,22.8573476504093,165.256099730871,980.7998548884,1,0.703273932863655,6.7,2.9,2.9,6,1
01-9TZK,36,29,25.3051418058683,159.791390138899,978.873956479499,1,0.599761526232114,5,5,4,4.4,4
01-9TZK,37,21,23.6203868931753,181.382213332646,983.607846355943,1,0.643451598773544,3.3,3,3,2,1
01-9TZK,38,5,23.6155666518218,170.144116618638,978.948099555271,1,0.546875,7.5,6.9,6.3,8.2,5
02-9TZO,1,15,22.0317816934992,224.446406472346,979.837378860119,1,0.851008215085885,6.9,6.3,3,6.6,1
02-9TZO,2,19,22.5867780617017,218.685452940376,977.167113059837,1,0.872245050429585,7.6,5.9,6.4,7.6,4
02-9TZO,3,33,21.7561940896976,217.224422094798,976.49840568444,1,0.901370906321401,3.4,6,6,2.1,3
02-9TZO,4,40,22.4958650409399,218.993957914739,971.841894100865,1,0.888722367928063,3.2,5.4,5.8,2.2,2
02-9TZO,5,28,22.6031540717109,207.244847452893,975.977983184513,1,0.895877754086709,3.8,5.7,3.6,3.9,1
02-9TZO,6,24,21.3800928370485,216.226313880888,972.06593266203,1,0.766879886282871,2.4,6.3,3.6,2.6,4
02-9TZO,7,21,23.4535077932205,220.781283277783,973.408960905815,1,0.883466860888565,3.5,4.2,3,2,1
02-9TZO,8,14,23.1358218614695,204.388025037745,968.850010385364,1,0.831195138419986,6.2,5.7,3.6,6.7,4
02-9TZO,9,39,23.1444369197636,209.525155922142,974.117061720345,1,0.896081771720613,2,6.4,6.1,1.1,1
02-9TZO,10,11,22.8809943887848,222.867364973838,973.110677983719,1,0.95,6.7,4.6,4.3,6,1
02-9TZO,11,5,23.9922150644376,233.318593265143,976.49840568444,1,0.837014470677837,6.8,6.1,6.2,7.9,5
02-9TZO,12,6,21.5907263074523,233.045664029549,968.962374114848,1,0.853159851301115,6.9,5.7,5.6,8,1
02-9TZO,13,18,20.9904749346205,210.597203446485,971.505783162384,1,0.879236590983876,7.5,6.2,6.1,7.6,4
02-9TZO,14,25,23.6721454120239,208.774636772841,970.234912062084,1,0.813718897108272,7.2,6.1,2.7,7.3,1
02-9TZO,15,38,22.3447948755115,217.694566847235,973.893512190902,1,0.93996383363472,2.1,5.6,6.3,1.2,1
02-9TZO,16,4,21.3987210882393,215.906340130793,973.632638820525,1,0.829268292682927,7.1,5.9,6.1,8.3,5
02-9TZO,17,29,23.5165289078465,232.01490343888,971.655176643259,1,0.823402727925341,3.3,5.7,5.5,3.4,4
02-9TZO,18,12,21.9955958488248,216.469698469745,972.401868625594,1,0.943010752688172,7,6,1.9,7,1
02-9TZO,19,26,23.0779338398274,217.711693758267,971.43107206271,1,0.795952782462057,3.6,6.1,1.1,2.8,1
02-9TZO,20,1,22.9133144928116,224.399602693923,973.595366305394,1,0.947943210775391,6.6,6.1,5.9,6.3,5
02-9TZO,21,13,22.1040237000069,217.338123196041,973.37168553663,1,0.87474162877222,6.4,6.4,2.5,6.3,1
02-9TZO,22,17,21.8397625297034,209.593745465792,972.103265250328,1,0.906755805770584,6.7,5.2,3.7,5.9,1
02-9TZO,23,34,21.467776595673,210.149100045011,973.222555506236,1,0.909025787965616,2.8,6,5.8,1,2
02-9TZO,24,9,23.4971555487869,206.351181977581,973.856248234001,1,0.81806534272902,6.2,5.5,4.9,7.1,4
02-9TZO,25,27,23.1001228491939,205.756530401581,972.327226378804,1,0.830624187256177,6.3,5.8,2.8,6.4,1
02-9TZO,26,31,21.7090469511554,213.788409349377,973.595366305394,1,0.873955431754875,2.9,6,5.9,2.3,1
02-9TZO,27,32,21.4969249819366,205.035391327157,971.655188127998,1,0.941116056145156,4.4,4.6,5.5,4.3,1
02-9TZO,28,37,22.0821242638419,215.45514868817,970.010467849173,1,0.925384919068298,2.4,6.3,6.3,1.4,1
02-9TZO,29,20,22.152896401205,225.669978925338,974.861856585419,1,0.926545454545455,7.3,6.4,3.5,7.8,1
02-9TZO,30,23,21.439916127637,207.236881710871,972.327226378804,1,0.930861723446894,3.2,4.7,5.4,3.5,1
02-9TZO,31,2,22.2375383560917,221.244126607952,972.327226378804,1,0.889583333333333,6.1,6,5.8,7.8,5
02-9TZO,32,22,23.0581922332718,219.435279156259,972.998800461203,1,0.876494023904382,7,6.3,1.8,7.4,1
02-9TZO,33,10,22.3829750383595,216.132834515612,972.700380334429,1,0.899000713775874,3.5,6.2,5.8,3,1
02-9TZO,34,36,22.8336766287018,220.602918626253,974.042550911216,1,0.923882681564246,2,6.4,6.1,1,1
02-9TZO,35,30,22.8872140789228,222.399454190215,975.30846049825,1,0.909906676238335,3.3,5.8,2.9,2.7,4
02-9TZO,36,8,22.3931465185648,220.798170875519,973.520815567025,1,0.936699857752489,7,6,3.9,7.4,5
02-9TZO,37,3,23.6010992826215,226.777661653613,969.374259648244,1,0.835745296671491,6.6,5.6,5.9,7.9,3
02-9TZO,38,7,23.434082584033,239.094560615651,970.234912062084,1,0.908095424325381,7.9,6.1,5.9,8.3,5
03-9U4C,1,6,23.9993319525757,229.153891272045,978.985168285664,1,0.825529185375241,8.9,4.8,7.1,9,1
03-9U4C,2,21,24.5214110153719,242.529053120226,976.869966295156,1,0.806346090938829,1,2.6,3.2,1,1
