normalization,subjectID,markerGroup,emotion,fullMedian,microMedian
absolute,LE2202,WRIST_R,FEAR,22.0462945797438,13.8826525557748
absolute,LE2202,WRIST_R,JOY,61.1602185415592,22.7251861373377
absolute,LE2202,WRIST_R,SAD,51.2972839855519,18.9293892122073
absolute,LE2202,LTORSO,NEUTRAL,56.5528603303899,18.701847160502
absolute,LE2202,LTORSO,DISGUST,48.9062797765356,22.0884789173974
absolute,LE2202,LTORSO,FEAR,17.0897598157732,12.597523496193
absolute,LE2202,LTORSO,JOY,39.1647404941326,21.4537176167047
absolute,LE2202,LTORSO,SAD,34.565779134757,19.1671735344979
absolute,MB0502,UTORSO,NEUTRAL,102.404660736913,20.0603082268831
absolute,MB0502,UTORSO,DISGUST,39.0865085920452,15.5520186642834
absolute,MB0502,UTORSO,FEAR,39.1100887424965,17.6668802926491
absolute,MB0502,UTORSO,JOY,63.3145279670871,18.6140951731291
absolute,MB0502,UTORSO,SAD,67.5927360152425,22.3409021016225
absolute,MB0502,HEAD,NEUTRAL,96.9618587406145,20.6651012400132
absolute,MB0502,HEAD,DISGUST,63.0831363988263,17.6926891966751
absolute,MB0502,HEAD,FEAR,51.5528560191274,20.7167553401719
absolute,MB0502,HEAD,JOY,93.0698620615243,17.1425445014801
absolute,MB0502,HEAD,SAD,87.3200104520455,21.2224792075981
absolute,MB0502,UPPER_LIMB_L,NEUTRAL,134.499142491777,21.6032499756095
absolute,MB0502,UPPER_LIMB_L,DISGUST,44.2911328680216,14.3702747295392
absolute,MB0502,UPPER_LIMB_L,FEAR,50.7274918365377,17.2022848226055
absolute,MB0502,UPPER_LIMB_L,JOY,80.8285167254952,17.133801128194
absolute,MB0502,UPPER_LIMB_L,SAD,92.6375326817792,21.1462017729277
absolute,MB0502,UPPER_LIMB_R,NEUTRAL,121.740492595961,21.6918623373518
absolute,MB0502,UPPER_LIMB_R,DISGUST,40.8141070070552,15.4518143798417
absolute,MB0502,UPPER_LIMB_R,FEAR,51.2975712443947,18.7223260728524
absolute,MB0502,UPPER_LIMB_R,JOY,82.0378839252829,19.6228746650516
absolute,MB0502,UPPER_LIMB_R,SAD,94.645122030144,22.1086019109364
absolute,MB0502,LOWER_LIMB_L,NEUTRAL,40.3031670263389,12.7841013498874
absolute,MB0502,LOWER_LIMB_L,DISGUST,16.7800098829018,8.13202755758125
absolute,MB0502,LOWER_LIMB_L,FEAR,16.8378791984729,9.10747006385951
absolute,MB0502,LOWER_LIMB_L,JOY,26.6590915158813,10.1428730950709
absolute,MB0502,LOWER_LIMB_L,SAD,29.1611704408689,13.6806312430667
absolute,MB0502,LOWER_LIMB_R,NEUTRAL,30.8253427917728,10.1058782524545
absolute,MB0502,LOWER_LIMB_R,DISGUST,10.6639385799413,5.74955483213499
absolute,MB0502,LOWER_LIMB_R,FEAR,11.5154645923559,7.35675496475789
absolute,MB0502,LOWER_LIMB_R,JOY,18.2241232452402,8.8655704839224
absolute,MB0502,LOWER_LIMB_R,SAD,22.7011687330589,10.4762879248856
absolute,MB0502,WRIST_L,NEUTRAL,154.605761545264,21.6232347046826
absolute,MB0502,WRIST_L,DISGUST,45.8275073695355,14.9035626794147
absolute,MB0502,WRIST_L,FEAR,57.1385424026907,17.4956742921819
absolute,MB0502,WRIST_L,JOY,88.8847870303107,15.9039408655904
absolute,MB0502,WRIST_L,SAD,109.39236665854,22.8561092116848
absolute,MB0502,WRIST_R,NEUTRAL,149.960641103737,21.9330289964518
absolute,MB0502,WRIST_R,DISGUST,47.7297318580531,15.9705398674397
absolute,MB0502,WRIST_R,FEAR,57.8348873374322,15.9286820630819
absolute,MB0502,WRIST_R,JOY,104.041887922054,20.3085027040921
absolute,MB0502,WRIST_R,SAD,109.694027652967,24.2342962631513
absolute,MB0502,LTORSO,NEUTRAL,113.155711254693,21.0679623128684
absolute,MB0502,LTORSO,DISGUST,38.974809254946,12.8163275691313
absolute,MB0502,LTORSO,FEAR,53.3049196364032,16.2583352635175
absolute,MB0502,LTORSO,JOY,70.4098008541554,19.5709182686716
absolute,MB0502,LTORSO,SAD,92.6513800343328,22.4748090683352
absolute,MJ1800,UTORSO,NEUTRAL,96.6607832811101,22.5241360850465
absolute,MJ1800,UTORSO,DISGUST,29.4512535848632,13.6105639333808
absolute,MJ1800,UTORSO,FEAR,24.0102124436258,9.64312222938757
absolute,MJ1800,UTORSO,JOY,64.7783244493894,19.4741378311364
absolute,MJ1800,UTORSO,SAD,52.7593301798477,21.6450931489416
absolute,MJ1800,HEAD,NEUTRAL,103.343803318496,25.6689084029679
absolute,MJ1800,HEAD,DISGUST,41.5152249264378,16.9815040618618
absolute,MJ1800,HEAD,FEAR,24.50021704472,11.9768308281171
absolute,MJ1800,HEAD,JOY,77.7290327843311,21.5864057109299
absolute,MJ1800,HEAD,SAD,71.0195983221282,21.6177684996371
absolute,MJ1800,UPPER_LIMB_L,NEUTRAL,120.448643039607,22.5107468853399
absolute,MJ1800,UPPER_LIMB_L,DISGUST,34.5467905576884,13.9990116900152
absolute,MJ1800,UPPER_LIMB_L,FEAR,23.9203564384742,9.63554205904018
absolute,MJ1800,UPPER_LIMB_L,JOY,87.3007462433525,19.367979163242
absolute,MJ1800,UPPER_LIMB_L,SAD,58.4354533449486,23.8618497248717
absolute,MJ1800,UPPER_LIMB_R,NEUTRAL,100.519956531889,24.3275556928393
absolute,MJ1800,UPPER_LIMB_R,DISGUST,31.3887255482645,14.4951119090794
absolute,MJ1800,UPPER_LIMB_R,FEAR,25.7658024448027,10.8376041190399
absolute,MJ1800,UPPER_LIMB_R,JOY,94.5424412927556,18.0008985945621
absolute,MJ1800,UPPER_LIMB_R,SAD,65.8318011217093,22.855579562048
absolute,MJ1800,LOWER_LIMB_L,NEUTRAL,51.0892704163335,13.6954255469101
absolute,MJ1800,LOWER_LIMB_L,DISGUST,13.1304890733261,7.14178113741022
absolute,MJ1800,LOWER_LIMB_L,FEAR,10.8845299866246,4.71740002131095
absolute,MJ1800,LOWER_LIMB_L,JOY,32.9583315801925,11.4915412216238
absolute,MJ1800,LOWER_LIMB_L,SAD,26.73464526522,12.187601069759
absolute,MJ1800,LOWER_LIMB_R,NEUTRAL,39.4870580970688,11.643166588278
absolute,MJ1800,LOWER_LIMB_R,DISGUST,9.14663487799579,5.63181748733016
absolute,MJ1800,LOWER_LIMB_R,FEAR,7.76324821394624,3.94603349819772
absolute,MJ1800,LOWER_LIMB_R,JOY,26.9552805838277,9.46751998493844
absolute,MJ1800,LOWER_LIMB_R,SAD,19.0052132496765,8.52885332922109
absolute,MJ1800,WRIST_L,NEUTRAL,128.656943373537,24.7673536640142
absolute,MJ1800,WRIST_L,DISGUST,36.4023822064521,16.2243100438023
absolute,MJ1800,WRIST_L,FEAR,24.6511880036496,9.38453431909276
absolute,MJ1800,WRIST_L,JOY,109.143449299545,21.6000150982403
absolute,MJ1800,WRIST_L,SAD,62.1430824696131,24.154321407898
absolute,MJ1800,WRIST_R,NEUTRAL,100.746629635893,25.6939716083769
absolute,MJ1800,WRIST_R,DISGUST,27.2750820175739,12.7419013080898
absolute,MJ1800,WRIST_R,FEAR,25.8175654915138,10.1056497356094
absolute,MJ1800,WRIST_R,JOY,86.7349324631567,15.1933427049268
absolute,MJ1800,WRIST_R,SAD,64.8737527711276,20.4989342453814
absolute,MJ1800,LTORSO,NEUTRAL,101.134654826703,21.4295152935966
absolute,MJ1800,LTORSO,DISGUST,27.7749383639213,12.717010226368
absolute,MJ1800,LTORSO,FEAR,25.4320198139063,9.6797843150354
absolute,MJ1800,LTORSO,JOY,90.7502382135532,19.4964195219205
absolute,MJ1800,LTORSO,SAD,59.7387462503401,22.6972646261645
absolute,MS2002,UTORSO,NEUTRAL,103.06175209355,26.4959546510551
absolute,MS2002,UTORSO,DISGUST,49.3068420935302,19.118469180394
absolute,MS2002,UTORSO,FEAR,65.2405663776502,21.3680427587376
absolute,MS2002,UTORSO,JOY,29.0160577570097,10.5495502257187
absolute,MS2002,UTORSO,SAD,67.7778700383934,18.6700113578546
absolute,MS2002,HEAD,NEUTRAL,99.2066518362563,25.4227915216672
absolute,MS2002,HEAD,DISGUST,71.5313705666633,21.6776261780793
absolute,MS2002,HEAD,FEAR,75.3393590073675,21.6795491896142
absolute,MS2002,HEAD,JOY,44.9599371000445,15.1565891749177
absolute,MS2002,HEAD,SAD,83.2186287804606,20.292771336423
absolute,MS2002,UPPER_LIMB_L,NEUTRAL,118.58264135236,23.950100504892
absolute,MS2002,UPPER_LIMB_L,DISGUST,68.506864778413,20.5618598642917
absolute,MS2002,UPPER_LIMB_L,FEAR,66.2545621463953,22.6021827315135
absolute,MS2002,UPPER_LIMB_L,JOY,37.6565090508131,11.268187959088
absolute,MS2002,UPPER_LIMB_L,SAD,92.230627308101,18.457136939364
absolute,MS2002,UPPER_LIMB_R,NEUTRAL,125.328712814523,25.0780004922662
absolute,MS2002,UPPER_LIMB_R,DISGUST,87.0752911749845,21.2579962722888
absolute,MS2002,UPPER_LIMB_R,FEAR,72.2626286971448,20.6074541082773
absolute,MS2002,UPPER_LIMB_R,JOY,43.5269015998846,9.30885991276057
absolute,MS2002,UPPER_LIMB_R,SAD,75.0531347661255,18.9102374954108
absolute,MS2002,LOWER_LIMB_L,NEUTRAL,49.4644948107178,15.8565098282886
absolute,MS2002,LOWER_LIMB_L,DISGUST,20.6566117387115,11.3778687293846
absolute,MS2002,LOWER_LIMB_L,FEAR,30.1630476290274,10.6917106357775
absolute,MS2002,LOWER_LIMB_L,JOY,14.3347684479081,5.75252010379611
absolute,MS2002,LOWER_LIMB_L,SAD,32.3320104151172,11.7888236467956
absolute,MS2002,LOWER_LIMB_R,NEUTRAL,36.0570298299182,13.5580281911495
absolute,MS2002,LOWER_LIMB_R,DISGUST,14.7825194130836,8.87789626265921
absolute,MS2002,LOWER_LIMB_R,FEAR,21.7790030391028,8.12161526023847
absolute,MS2002,LOWER_LIMB_R,JOY,11.9867322717964,4.01071755889071
absolute,MS2002,LOWER_LIMB_R,SAD,25.1749629577276,8.43999607521256
absolute,MS2002,WRIST_L,NEUTRAL,128.234605858439,25.920593181437
absolute,MS2002,WRIST_L,DISGUST,69.7978413803289,21.3160720393391
absolute,MS2002,WRIST_L,FEAR,70.7969315775075,23.0432715802713
absolute,MS2002,WRIST_L,JOY,39.6229200575529,11.8631098704139
absolute,MS2002,WRIST_L,SAD,99.5985966985752,20.8081417739036
absolute,MS2002,WRIST_R,NEUTRAL,144.060287430924,27.459144848305
absolute,MS2002,WRIST_R,DISGUST,116.045496204699,22.5122593061758
absolute,MS2002,WRIST_R,FEAR,81.4813556415221,19.5918779686045
absolute,MS2002,WRIST_R,JOY,58.5066073398006,9.52435362572803
absolute,MS2002,WRIST_R,SAD,95.8400220243245,18.9658061818158
absolute,MS2002,LTORSO,NEUTRAL,109.23163465786,25.6567770901124
absolute,MS2002,LTORSO,DISGUST,73.1624082934919,19.6646484193472
absolute,MS2002,LTORSO,FEAR,66.6042139631087,20.9303218407811
absolute,MS2002,LTORSO,JOY,42.0163977945434,9.12919958267325
absolute,MS2002,LTORSO,SAD,77.6342562020287,18.3932928709069
absolute,MT2401,UTORSO,NEUTRAL,100.652894429913,23.9931240442464
absolute,MT2401,UTORSO,DISGUST,57.0192667034406,22.0490210688705
absolute,MT2401,UTORSO,FEAR,17.2988564085118,11.2654775076871
absolute,MT2401,UTORSO,JOY,62.8464029336149,23.6376447621458
absolute,MT2401,UTORSO,SAD,64.8132614176976,19.6873227466727
absolute,MT2401,HEAD,NEUTRAL,85.1017258064398,22.8328783693396
absolute,MT2401,HEAD,DISGUST,75.3641125289285,24.5628038026991
absolute,MT2401,HEAD,FEAR,23.6755089533427,9.85435749373143
absolute,MT2401,HEAD,JOY,74.3583558926123,21.9360576950152
absolute,MT2401,HEAD,SAD,68.0218031549604,18.9726737164286
absolute,MT2401,UPPER_LIMB_L,NEUTRAL,126.152148676559,23.4141558924769
absolute,MT2401,UPPER_LIMB_L,DISGUST,65.7321438144408,20.5492882337211
absolute,MT2401,UPPER_LIMB_L,FEAR,20.8358625774401,12.7057636405484
absolute,MT2401,UPPER_LIMB_L,JOY,71.7197223727416,23.6627399305661
absolute,MT2401,UPPER_LIMB_L,SAD,90.3973607357737,20.9887949171502
absolute,MT2401,UPPER_LIMB_R,NEUTRAL,125.209050747924,22.6951773382362
absolute,MT2401,UPPER_LIMB_R,DISGUST,62.09178883501,20.9076526114002
absolute,MT2401,UPPER_LIMB_R,FEAR,16.973684230798,11.811435481049
absolute,MT2401,UPPER_LIMB_R,JOY,66.3115805587667,22.2007132419552
absolute,MT2401,UPPER_LIMB_R,SAD,69.2752456157396,16.8432021339312
absolute,MT2401,LOWER_LIMB_L,NEUTRAL,45.930559994835,16.7054336766915
absolute,MT2401,LOWER_LIMB_L,DISGUST,25.0746632122097,12.3278503703337
absolute,MT2401,LOWER_LIMB_L,FEAR,8.94361890587984,6.61630996296202
absolute,MT2401,LOWER_LIMB_L,JOY,29.2509031466185,15.1107998043932
absolute,MT2401,LOWER_LIMB_L,SAD,31.797233532423,13.9609715656721
absolute,MT2401,LOWER_LIMB_R,NEUTRAL,31.6296916921112,12.7815043544482
absolute,MT2401,LOWER_LIMB_R,DISGUST,18.0328994129891,10.5208610367502
absolute,MT2401,LOWER_LIMB_R,FEAR,5.63279884546027,4.15291204124191
absolute,MT2401,LOWER_LIMB_R,JOY,21.7262261623889,12.2320882852661
absolute,MT2401,LOWER_LIMB_R,SAD,21.1778928793749,10.4667458678624
absolute,MT2401,WRIST_L,NEUTRAL,144.900531980204,23.0522706865743
absolute,MT2401,WRIST_L,DISGUST,72.2656746185217,19.382251428546
absolute,MT2401,WRIST_L,FEAR,22.5994074806441,13.972114750504
absolute,MT2401,WRIST_L,JOY,81.1170266268844,23.6029265440471
absolute,MT2401,WRIST_L,SAD,110.001448365711,20.0824075547394
absolute,MT2401,WRIST_R,NEUTRAL,160.561167700723,22.0530510485342
absolute,MT2401,WRIST_R,DISGUST,69.3330931926772,20.738932394857
absolute,MT2401,WRIST_R,FEAR,18.1519759888532,13.2324841220419
absolute,MT2401,WRIST_R,JOY,79.5961531835111,23.6344437297539
absolute,MT2401,WRIST_R,SAD,86.1169879946281,14.9556332648757
absolute,MT2401,LTORSO,NEUTRAL,134.919300879547,26.00069182526
absolute,MT2401,LTORSO,DISGUST,64.7636602467385,21.8883766027008
absolute,MT2401,LTORSO,FEAR,17.7963698574616,12.0591296482711
absolute,MT2401,LTORSO,JOY,74.9694230965166,23.6378648061055
absolute,MT2401,LTORSO,SAD,69.9214721233247,17.0174619677746
absolute,RC2602,UTORSO,NEUTRAL,52.858350437939,20.9232086936418
absolute,RC2602,UTORSO,DISGUST,44.4729556334339,19.6529269479653
absolute,RC2602,UTORSO,FEAR,22.0679506970891,14.9579563314734
absolute,RC2602,UTORSO,JOY,27.4841704485044,17.1912384946419
absolute,RC2602,UTORSO,SAD,33.8486571155607,21.6028314387696
absolute,RC2602,HEAD,NEUTRAL,49.7390571080628,24.3701299392167
absolute,RC2602,HEAD,DISGUST,48.6208026950165,20.665454594174
absolute,RC2602,HEAD,FEAR,25.4173221354116,15.7709665157847
absolute,RC2602,HEAD,JOY,31.5540090761509,18.7964631454414
absolute,RC2602,HEAD,SAD,32.7362602868954,21.4060908560618
absolute,RC2602,UPPER_LIMB_L,NEUTRAL,70.5828549616656,19.3452696811554
absolute,RC2602,UPPER_LIMB_L,DISGUST,66.6848963604127,19.8301622767006
absolute,RC2602,UPPER_LIMB_L,FEAR,22.315956590365,13.7290625048333
absolute,RC2602,UPPER_LIMB_L,JOY,35.0926109558926,17.9370811505491
absolute,RC2602,UPPER_LIMB_L,SAD,45.4755098132507,19.9766911490127
absolute,RC2602,UPPER_LIMB_R,NEUTRAL,60.8245212674074,23.7765286922223
absolute,RC2602,UPPER_LIMB_R,DISGUST,53.9489607366741,19.5130347938762
absolute,RC2602,UPPER_LIMB_R,FEAR,24.557800176677,15.7507747553294
absolute,RC2602,UPPER_LIMB_R,JOY,36.0135201193081,17.4829071459963
absolute,RC2602,UPPER_LIMB_R,SAD,34.6157851216901,20.6860836278869
absolute,RC2602,LOWER_LIMB_L,NEUTRAL,23.8276336343788,12.9092771209459
absolute,RC2602,LOWER_LIMB_L,DISGUST,22.8830550765923,13.7933379208359
absolute,RC2602,LOWER_LIMB_L,FEAR,10.0572826919631,7.9727588012864
absolute,RC2602,LOWER_LIMB_L,JOY,14.9820905280365,10.6816826774135
absolute,RC2602,LOWER_LIMB_L,SAD,18.2219351665876,12.6092768624136
absolute,RC2602,LOWER_LIMB_R,NEUTRAL,20.2445936421238,12.7241479453017
absolute,RC2602,LOWER_LIMB_R,DISGUST,13.4829529919806,9.846684535884
absolute,RC2602,LOWER_LIMB_R,FEAR,7.35221162203454,6.46177837562223
absolute,RC2602,LOWER_LIMB_R,JOY,10.9338143732433,8.47446545154878
absolute,RC2602,LOWER_LIMB_R,SAD,9.92299713535506,8.27028053227074
absolute,RC2602,WRIST_L,NEUTRAL,79.1102243169701,20.788796512156
absolute,RC2602,WRIST_L,DISGUST,77.8678238352032,19.8764224110583
absolute,RC2602,WRIST_L,FEAR,24.2305723769106,15.5446888181826
absolute,RC2602,WRIST_L,JOY,40.9494925302228,16.1027340337085
absolute,RC2602,WRIST_L,SAD,47.5764482210807,21.3468929712983
absolute,RC2602,WRIST_R,NEUTRAL,69.0021709611961,22.2275276337178
absolute,RC2602,WRIST_R,DISGUST,60.9353968243447,20.150478166395
absolute,RC2602,WRIST_R,FEAR,27.6708589399644,16.2237595993636
absolute,RC2602,WRIST_R,JOY,37.0579645676551,18.2447599169449
absolute,RC2602,WRIST_R,SAD,37.7607254583686,20.7125048696594
absolute,RC2602,LTORSO,NEUTRAL,59.0106583114957,21.7826596106023
absolute,RC2602,LTORSO,DISGUST,49.8961954291335,21.4772479252755
absolute,RC2602,LTORSO,FEAR,21.5090498767137,14.3340080183823
absolute,RC2602,LTORSO,JOY,29.5848126419668,18.9514869748761
absolute,RC2602,LTORSO,SAD,33.35478727449,21.3349815837979
absolute,SC0401,UTORSO,NEUTRAL,135.590135808874,25.9497607230501
absolute,SC0401,UTORSO,DISGUST,19.8734011659422,14.9577392510495
absolute,SC0401,UTORSO,FEAR,31.5405440816432,15.3941196671543
absolute,SC0401,UTORSO,JOY,155.073417720943,25.7801252371542
absolute,SC0401,UTORSO,SAD,98.4063851684356,22.9698855650222
absolute,SC0401,HEAD,NEUTRAL,111.311341400122,24.808600701545
absolute,SC0401,HEAD,DISGUST,21.7188002031273,16.0542898876855
absolute,SC0401,HEAD,FEAR,32.928793495493,15.7189483570528
absolute,SC0401,HEAD,JOY,159.421087355859,26.2224051794916
absolute,SC0401,HEAD,SAD,101.637305470172,24.711098871853
absolute,SC0401,UPPER_LIMB_L,NEUTRAL,159.041718222236,26.6284552039942
absolute,SC0401,UPPER_LIMB_L,DISGUST,18.3388368702008,13.3040309801402
absolute,SC0401,UPPER_LIMB_L,FEAR,36.0281883591765,15.1736018965811
absolute,SC0401,UPPER_LIMB_L,JOY,199.307895423692,25.2025006048312
absolute,SC0401,UPPER_LIMB_L,SAD,125.367861962245,26.4842710588512
absolute,SC0401,UPPER_LIMB_R,NEUTRAL,173.252587561222,24.6691464615531
absolute,SC0401,UPPER_LIMB_R,DISGUST,22.7533166396146,15.1059773485069
absolute,SC0401,UPPER_LIMB_R,FEAR,38.074695919766,16.3776200398445
absolute,SC0401,UPPER_LIMB_R,JOY,196.542312327876,23.6265298970276
absolute,SC0401,UPPER_LIMB_R,SAD,110.274291400572,25.2794452652581
absolute,SC0401,LOWER_LIMB_L,NEUTRAL,72.5449321853076,18.8282885328752
absolute,SC0401,LOWER_LIMB_L,DISGUST,7.79645600866078,6.73479072167173
absolute,SC0401,LOWER_LIMB_L,FEAR,15.1714036528669,8.24175466742183
absolute,SC0401,LOWER_LIMB_L,JOY,77.9910696473348,16.8155214673195
absolute,SC0401,LOWER_LIMB_L,SAD,49.6180432015598,16.4232435756619
absolute,SC0401,LOWER_LIMB_R,NEUTRAL,57.1758666681714,14.9502565435187
absolute,SC0401,LOWER_LIMB_R,DISGUST,5.85607302203118,5.20491926866581
absolute,SC0401,LOWER_LIMB_R,FEAR,10.1689098086674,7.10597235332255
absolute,SC0401,LOWER_LIMB_R,JOY,62.2066587258482,13.6446862174119
absolute,SC0401,LOWER_LIMB_R,SAD,33.6293042691379,11.2339927759328
absolute,SC0401,WRIST_L,NEUTRAL,169.775991929971,29.6009803762396
absolute,SC0401,WRIST_L,DISGUST,19.3072000447616,13.2111487508234
absolute,SC0401,WRIST_L,FEAR,39.7658529266281,15.3330903141216
absolute,SC0401,WRIST_L,JOY,212.46932695493,26.1592377121794
absolute,SC0401,WRIST_L,SAD,134.539919579197,28.0487757599561
absolute,SC0401,WRIST_R,NEUTRAL,198.747755841353,22.6743369470695
absolute,SC0401,WRIST_R,DISGUST,24.6747898137296,13.473232683249
absolute,SC0401,WRIST_R,FEAR,39.7494704836306,15.0098921201486
absolute,SC0401,WRIST_R,JOY,225.180329417623,23.5756350574357
absolute,SC0401,WRIST_R,SAD,123.823590490631,22.7840740295972
absolute,SC0401,LTORSO,NEUTRAL,157.820048463946,23.9270184684589
absolute,SC0401,LTORSO,DISGUST,38.7701052824256,15.8984276174448
absolute,SC0401,LTORSO,FEAR,35.2425047037189,17.6361186406328
absolute,SC0401,LTORSO,JOY,191.53530307551,24.0373774445353
absolute,SC0401,LTORSO,SAD,109.254538876685,24.6745963885775
absolute,SC3001,UTORSO,NEUTRAL,143.199256066889,23.6446075873919
absolute,SC3001,UTORSO,DISGUST,66.1908331085846,26.5843623101179
absolute,SC3001,UTORSO,FEAR,37.2608975973185,17.1095923132038
absolute,SC3001,UTORSO,JOY,91.1137843649275,19.1672685880303
absolute,SC3001,UTORSO,SAD,124.636599524842,25.8423097432278
absolute,SC3001,HEAD,NEUTRAL,143.170100652394,26.5474677595535
absolute,SC3001,HEAD,DISGUST,88.5636986940608,28.3325210304887
absolute,SC3001,HEAD,FEAR,53.7153679203886,19.8636892181407
absolute,SC3001,HEAD,JOY,105.480563835953,25.0795072247891
absolute,SC3001,HEAD,SAD,124.401768441283,25.2655319986987
absolute,SC3001,UPPER_LIMB_L,NEUTRAL,176.090280535505,26.4775952959406
absolute,SC3001,UPPER_LIMB_L,DISGUST,80.3275956413459,26.6178441558327
absolute,SC3001,UPPER_LIMB_L,FEAR,44.96750854739,17.5649399183715
absolute,SC3001,UPPER_LIMB_L,JOY,118.163770532296,19.6476779593422
absolute,SC3001,UPPER_LIMB_L,SAD,154.834608367021,23.9626871018982
absolute,SC3001,UPPER_LIMB_R,NEUTRAL,199.000397605469,23.699993288534
absolute,SC3001,UPPER_LIMB_R,DISGUST,86.2391731179789,27.0141465903213
absolute,SC3001,UPPER_LIMB_R,FEAR,56.8485727122775,16.1389402279424
absolute,SC3001,UPPER_LIMB_R,JOY,104.945092050846,17.525424930769
absolute,SC3001,UPPER_LIMB_R,SAD,148.619736748616,24.6306106716802
absolute,SC3001,LOWER_LIMB_L,NEUTRAL,81.3364797914623,16.2145791492889
absolute,SC3001,LOWER_LIMB_L,DISGUST,32.9212126833565,16.3193267365748
absolute,SC3001,LOWER_LIMB_L,FEAR,15.2203465885426,6.93601171812792
absolute,SC3001,LOWER_LIMB_L,JOY,50.5326149638998,10.165928406224
absolute,SC3001,LOWER_LIMB_L,SAD,69.5480160241309,18.6219870393296
absolute,SC3001,LOWER_LIMB_R,NEUTRAL,59.957982039097,14.2766058982626
absolute,SC3001,LOWER_LIMB_R,DISGUST,25.3502297365338,12.5878967981672
absolute,SC3001,LOWER_LIMB_R,FEAR,12.1331091028656,5.65949883170688
absolute,SC3001,LOWER_LIMB_R,JOY,39.0776712531848,9.46486375541432
absolute,SC3001,LOWER_LIMB_R,SAD,44.5272146979815,15.4902910826153
absolute,SC3001,WRIST_L,NEUTRAL,190.116161188984,27.7699561736677
absolute,SC3001,WRIST_L,DISGUST,89.4140342679643,28.8150345740339
absolute,SC3001,WRIST_L,FEAR,53.4516365586357,15.3888216965862
absolute,SC3001,WRIST_L,JOY,129.065300635829,18.3834145610832
absolute,SC3001,WRIST_L,SAD,160.13880984788,21.1857249270303
absolute,SC3001,WRIST_R,NEUTRAL,221.855943947814,23.7263041541987
absolute,SC3001,WRIST_R,DISGUST,90.5698335934317,28.6331589812755
absolute,SC3001,WRIST_R,FEAR,56.7360611960887,15.3810541280932
absolute,SC3001,WRIST_R,JOY,119.980325265602,13.9305214370187
absolute,SC3001,WRIST_R,SAD,151.816174170999,21.1149233313679
absolute,SC3001,LTORSO,NEUTRAL,168.906336238419,24.0569611616953
absolute,SC3001,LTORSO,DISGUST,81.04863354903,25.3116324164771
absolute,SC3001,LTORSO,FEAR,64.2068587140215,14.8606639078673
absolute,SC3001,LTORSO,JOY,100.539159199487,18.3844994191198
absolute,SC3001,LTORSO,SAD,144.629316555275,23.5956518022345
absolute,SK0702,UTORSO,NEUTRAL,59.9200268706766,21.095796256671
absolute,SK0702,UTORSO,DISGUST,58.8500739120876,23.9866280235124
absolute,SK0702,UTORSO,FEAR,32.8490554069424,18.8301177977962
absolute,SK0702,UTORSO,JOY,44.255510608773,20.8031095672893
absolute,SK0702,UTORSO,SAD,41.1666903146026,20.5228063480985
absolute,SK0702,HEAD,NEUTRAL,68.1753094962493,23.2873417122186
absolute,SK0702,HEAD,DISGUST,66.4054424811169,24.0878883521594
absolute,SK0702,HEAD,FEAR,35.5706195636407,19.3799736873292
absolute,SK0702,HEAD,JOY,54.6916066054402,21.4759561933714
absolute,SK0702,HEAD,SAD,45.9034106533648,22.9039706511387
absolute,SK0702,UPPER_LIMB_L,NEUTRAL,77.3044529895319,23.3703763565661
absolute,SK0702,UPPER_LIMB_L,DISGUST,78.8752385243754,25.2847071763879
absolute,SK0702,UPPER_LIMB_L,FEAR,39.3963912458395,19.2882397106966
absolute,SK0702,UPPER_LIMB_L,JOY,53.181088018625,23.5267931941552
absolute,SK0702,UPPER_LIMB_L,SAD,52.4462809221686,21.4605938242489
absolute,SK0702,UPPER_LIMB_R,NEUTRAL,73.8820487814115,22.4969912605553
absolute,SK0702,UPPER_LIMB_R,DISGUST,75.0668750179358,24.4523324200662
absolute,SK0702,UPPER_LIMB_R,FEAR,40.2127407190959,19.6875412632976
absolute,SK0702,UPPER_LIMB_R,JOY,45.2464088690971,19.5883717082689
absolute,SK0702,UPPER_LIMB_R,SAD,50.1217755615859,22.9143489565305
absolute,SK0702,LOWER_LIMB_L,NEUTRAL,24.8774957097079,13.5786658762125
absolute,SK0702,LOWER_LIMB_L,DISGUST,23.0132521284053,15.5519844423549
absolute,SK0702,LOWER_LIMB_L,FEAR,14.0696105571433,9.58413651150407
absolute,SK0702,LOWER_LIMB_L,JOY,18.8308013090684,12.1351219263689
absolute,SK0702,LOWER_LIMB_L,SAD,19.3149615172075,10.558787491297
absolute,SK0702,LOWER_LIMB_R,NEUTRAL,18.9872415598428,10.5241578876773
absolute,SK0702,LOWER_LIMB_R,DISGUST,15.1905383826405,11.3866655731871
absolute,SK0702,LOWER_LIMB_R,FEAR,8.81908045444813,6.50935303030508
absolute,SK0702,LOWER_LIMB_R,JOY,11.9932050655928,8.58798237969091
absolute,SK0702,LOWER_LIMB_R,SAD,12.9676589814655,8.46373807968371
absolute,SK0702,WRIST_L,NEUTRAL,92.2815844141422,26.0226298055973
absolute,SK0702,WRIST_L,DISGUST,89.4544289190428,25.3785083527593
absolute,SK0702,WRIST_L,FEAR,41.7240984561079,20.3158569525362
absolute,SK0702,WRIST_L,JOY,57.6942780815078,24.1393206211954
absolute,SK0702,WRIST_L,SAD,61.1250233684873,22.5085822263241
