normalization,subjectID,markerGroup,pairLabel,comparable,deltaFull,deltaMicro,signFlip
absolute,LE2202,UPPER_LIMB_L,DISGUST-JOY,1,-31.9761143070837,-1.45607743328397,0
absolute,LE2202,UPPER_LIMB_L,DISGUST-SAD,1,-30.7250062895014,-1.13761889781598,0
absolute,LE2202,UPPER_LIMB_L,FEAR-JOY,1,32.8161356227967,9.48243518350282,0
absolute,LE2202,UPPER_LIMB_L,FEAR-SAD,1,34.067243640379,9.80089371897081,0
absolute,LE2202,UPPER_LIMB_L,JOY-SAD,1,1.2511080175823,0.31845853546799,0
absolute,LE2202,UPPER_LIMB_R,NEUTRAL-DISGUST,1,-2.16884205603198,6.12495211750006,1
absolute,LE2202,UPPER_LIMB_R,NEUTRAL-FEAR,1,-45.6598670347106,-4.00076840946458,0
absolute,LE2202,UPPER_LIMB_R,NEUTRAL-JOY,1,-10.1878941855329,3.0111506559331,1
absolute,LE2202,UPPER_LIMB_R,NEUTRAL-SAD,1,-20.7159449842353,1.68288684197453,1
absolute,LE2202,UPPER_LIMB_R,DISGUST-FEAR,1,-43.4910249786786,-10.1257205269646,0
absolute,LE2202,UPPER_LIMB_R,DISGUST-JOY,1,-8.01905212950093,-3.11380146156696,0
absolute,LE2202,UPPER_LIMB_R,DISGUST-SAD,1,-18.5471029282034,-4.44206527552553,0
absolute,LE2202,UPPER_LIMB_R,FEAR-JOY,1,35.4719728491777,7.01191906539768,0
absolute,LE2202,UPPER_LIMB_R,FEAR-SAD,1,24.9439220504753,5.68365525143911,0
absolute,LE2202,UPPER_LIMB_R,JOY-SAD,1,-10.5280507987024,-1.32826381395857,0
absolute,LE2202,LOWER_LIMB_L,NEUTRAL-DISGUST,1,0.433529208451294,3.03095791278782,0
absolute,LE2202,LOWER_LIMB_L,NEUTRAL-FEAR,1,-13.1424928384757,-3.65757456900774,0
absolute,LE2202,LOWER_LIMB_L,NEUTRAL-JOY,1,-2.14406198685071,1.37992902257804,1
absolute,LE2202,LOWER_LIMB_L,NEUTRAL-SAD,1,-6.60781801050534,0.618546978254901,1
absolute,LE2202,LOWER_LIMB_L,DISGUST-FEAR,1,-13.576022046927,-6.68853248179555,0
absolute,LE2202,LOWER_LIMB_L,DISGUST-JOY,1,-2.577591195302,-1.65102889020977,0
absolute,LE2202,LOWER_LIMB_L,DISGUST-SAD,1,-7.04134721895664,-2.41241093453292,0
absolute,LE2202,LOWER_LIMB_L,FEAR-JOY,1,10.998430851625,5.03750359158578,0
absolute,LE2202,LOWER_LIMB_L,FEAR-SAD,1,6.5346748279704,4.27612154726264,0
absolute,LE2202,LOWER_LIMB_L,JOY-SAD,1,-4.46375602365464,-0.761382044323144,0
absolute,LE2202,LOWER_LIMB_R,NEUTRAL-DISGUST,1,-0.379801806892665,1.33703950256768,1
absolute,LE2202,LOWER_LIMB_R,NEUTRAL-FEAR,1,-9.19343661016634,-3.56658736793369,0
absolute,LE2202,LOWER_LIMB_R,NEUTRAL-JOY,1,-1.24686882668513,-0.392961333633005,0
absolute,LE2202,LOWER_LIMB_R,NEUTRAL-SAD,1,-4.69587686477923,-1.23010099548547,0
absolute,LE2202,LOWER_LIMB_R,DISGUST-FEAR,1,-8.81363480327368,-4.90362687050137,0
absolute,LE2202,LOWER_LIMB_R,DISGUST-JOY,1,-0.867067019792469,-1.73000083620069,0
absolute,LE2202,LOWER_LIMB_R,DISGUST-SAD,1,-4.31607505788657,-2.56714049805315,0
absolute,LE2202,LOWER_LIMB_R,FEAR-JOY,1,7.94656778348121,3.17362603430069,0
absolute,LE2202,LOWER_LIMB_R,FEAR-SAD,1,4.49755974538711,2.33648637244822,0
absolute,LE2202,LOWER_LIMB_R,JOY-SAD,1,-3.4490080380941,-0.837139661852468,0
absolute,LE2202,WRIST_L,NEUTRAL-DISGUST,1,18.247637924955,6.29222829192188,0
absolute,LE2202,WRIST_L,NEUTRAL-FEAR,1,-59.5477232361485,-5.63463805932904,0
absolute,LE2202,WRIST_L,NEUTRAL-JOY,1,-18.1319823260604,6.91863746836236,1
absolute,LE2202,WRIST_L,NEUTRAL-SAD,1,-20.6297079515944,4.83360570703261,1
absolute,LE2202,WRIST_L,DISGUST-FEAR,1,-77.7953611611036,-11.9268663512509,0
absolute,LE2202,WRIST_L,DISGUST-JOY,1,-36.3796202510154,0.626409176440479,1
absolute,LE2202,WRIST_L,DISGUST-SAD,1,-38.8773458765494,-1.45862258488927,0
absolute,LE2202,WRIST_L,FEAR-JOY,1,41.4157409100881,12.5532755276914,0
absolute,LE2202,WRIST_L,FEAR-SAD,1,38.9180152845542,10.4682437663617,0
absolute,LE2202,WRIST_L,JOY-SAD,1,-2.49772562553397,-2.08503176132975,0
absolute,LE2202,WRIST_R,NEUTRAL-DISGUST,1,3.95535511695918,5.2779036388929,0
absolute,LE2202,WRIST_R,NEUTRAL-FEAR,1,-51.1817336236162,-4.9434494853619,0
absolute,LE2202,WRIST_R,NEUTRAL-JOY,1,-12.0678096618008,3.89908409620096,1
absolute,LE2202,WRIST_R,NEUTRAL-SAD,1,-21.9307442178081,0.103287171070626,1
absolute,LE2202,WRIST_R,DISGUST-FEAR,1,-55.1370887405754,-10.2213531242548,0
absolute,LE2202,WRIST_R,DISGUST-JOY,1,-16.0231647787599,-1.37881954269194,0
absolute,LE2202,WRIST_R,DISGUST-SAD,1,-25.8860993347673,-5.17461646782227,0
absolute,LE2202,WRIST_R,FEAR-JOY,1,39.1139239618155,8.84253358156285,0
absolute,LE2202,WRIST_R,FEAR-SAD,1,29.2509894058081,5.04673665643252,0
absolute,LE2202,WRIST_R,JOY-SAD,1,-9.86293455600737,-3.79579692513033,0
absolute,LE2202,LTORSO,NEUTRAL-DISGUST,1,-7.64658055385428,3.3866317568954,1
absolute,LE2202,LTORSO,NEUTRAL-FEAR,1,-39.4631005146167,-6.104323664309,0
absolute,LE2202,LTORSO,NEUTRAL-JOY,1,-17.3881198362573,2.75187045620263,1
absolute,LE2202,LTORSO,NEUTRAL-SAD,1,-21.9870811956329,0.465326373995815,1
absolute,LE2202,LTORSO,DISGUST-FEAR,1,-31.8165199607624,-9.4909554212044,0
absolute,LE2202,LTORSO,DISGUST-JOY,1,-9.74153928240298,-0.634761300692773,0
absolute,LE2202,LTORSO,DISGUST-SAD,1,-14.3405006417786,-2.92130538289959,0
absolute,LE2202,LTORSO,FEAR-JOY,1,22.0749806783594,8.85619412051163,0
absolute,LE2202,LTORSO,FEAR-SAD,1,17.4760193189838,6.56965003830481,0
absolute,LE2202,LTORSO,JOY-SAD,1,-4.59896135937563,-2.28654408220682,0
absolute,MB0502,UTORSO,NEUTRAL-DISGUST,1,-63.318152144868,-4.50828956259963,0
absolute,MB0502,UTORSO,NEUTRAL-FEAR,1,-63.2945719944167,-2.39342793423393,0
absolute,MB0502,UTORSO,NEUTRAL-JOY,1,-39.0901327698261,-1.44621305375394,0
absolute,MB0502,UTORSO,NEUTRAL-SAD,1,-34.8119247216707,2.2805938747394,1
absolute,MB0502,UTORSO,DISGUST-FEAR,1,0.0235801504513447,2.1148616283657,0
absolute,MB0502,UTORSO,DISGUST-JOY,1,24.2280193750419,3.06207650884569,0
absolute,MB0502,UTORSO,DISGUST-SAD,1,28.5062274231973,6.78888343733902,0
absolute,MB0502,UTORSO,FEAR-JOY,1,24.2044392245905,0.947214880479994,0
absolute,MB0502,UTORSO,FEAR-SAD,1,28.482647272746,4.67402180897333,0
absolute,MB0502,UTORSO,JOY-SAD,1,4.27820804815543,3.72680692849333,0
absolute,MB0502,HEAD,NEUTRAL-DISGUST,1,-33.8787223417882,-2.97241204333812,0
absolute,MB0502,HEAD,NEUTRAL-FEAR,1,-45.4090027214871,0.0516541001586788,1
absolute,MB0502,HEAD,NEUTRAL-JOY,1,-3.89199667909023,-3.5225567385331,0
absolute,MB0502,HEAD,NEUTRAL-SAD,1,-9.64184828856907,0.557377967584923,1
absolute,MB0502,HEAD,DISGUST-FEAR,1,-11.5302803796989,3.0240661434968,1
absolute,MB0502,HEAD,DISGUST-JOY,1,29.986725662698,-0.55014469519498,1
absolute,MB0502,HEAD,DISGUST-SAD,1,24.2368740532191,3.52979001092305,0
absolute,MB0502,HEAD,FEAR-JOY,1,41.5170060423969,-3.57421083869178,1
absolute,MB0502,HEAD,FEAR-SAD,1,35.7671544329181,0.505723867426244,0
absolute,MB0502,HEAD,JOY-SAD,1,-5.74985160947884,4.07993470611803,1
absolute,MB0502,UPPER_LIMB_L,NEUTRAL-DISGUST,1,-90.2080096237556,-7.23297524607034,0
absolute,MB0502,UPPER_LIMB_L,NEUTRAL-FEAR,1,-83.7716506552395,-4.40096515300405,0
absolute,MB0502,UPPER_LIMB_L,NEUTRAL-JOY,1,-53.670625766282,-4.46944884741555,0
absolute,MB0502,UPPER_LIMB_L,NEUTRAL-SAD,1,-41.861609809998,-0.457048202681836,0
absolute,MB0502,UPPER_LIMB_L,DISGUST-FEAR,1,6.43635896851607,2.8320100930663,0
absolute,MB0502,UPPER_LIMB_L,DISGUST-JOY,1,36.5373838574736,2.7635263986548,0
absolute,MB0502,UPPER_LIMB_L,DISGUST-SAD,1,48.3463998137576,6.77592704338851,0
absolute,MB0502,UPPER_LIMB_L,FEAR-JOY,1,30.1010248889575,-0.0684836944114977,1
absolute,MB0502,UPPER_LIMB_L,FEAR-SAD,1,41.9100408452415,3.94391695032221,0
absolute,MB0502,UPPER_LIMB_L,JOY-SAD,1,11.809015956284,4.01240064473371,0
absolute,MB0502,UPPER_LIMB_R,NEUTRAL-DISGUST,1,-80.9263855889058,-6.24004795751015,0
absolute,MB0502,UPPER_LIMB_R,NEUTRAL-FEAR,1,-70.4429213515664,-2.96953626449944,0
absolute,MB0502,UPPER_LIMB_R,NEUTRAL-JOY,1,-39.7026086706782,-2.06898767230022,0
absolute,MB0502,UPPER_LIMB_R,NEUTRAL-SAD,1,-27.095370565817,0.41673957358455,1
absolute,MB0502,UPPER_LIMB_R,DISGUST-FEAR,1,10.4834642373395,3.2705116930107,0
absolute,MB0502,UPPER_LIMB_R,DISGUST-JOY,1,41.2237769182276,4.17106028520992,0
absolute,MB0502,UPPER_LIMB_R,DISGUST-SAD,1,53.8310150230888,6.6567875310947,0
absolute,MB0502,UPPER_LIMB_R,FEAR-JOY,1,30.7403126808882,0.900548592199218,0
absolute,MB0502,UPPER_LIMB_R,FEAR-SAD,1,43.3475507857493,3.38627583808399,0
absolute,MB0502,UPPER_LIMB_R,JOY-SAD,1,12.6072381048611,2.48572724588477,0
absolute,MB0502,LOWER_LIMB_L,NEUTRAL-DISGUST,1,-23.5231571434371,-4.65207379230611,0
absolute,MB0502,LOWER_LIMB_L,NEUTRAL-FEAR,1,-23.465287827866,-3.67663128602785,0
absolute,MB0502,LOWER_LIMB_L,NEUTRAL-JOY,1,-13.6440755104576,-2.64122825481648,0
absolute,MB0502,LOWER_LIMB_L,NEUTRAL-SAD,1,-11.14199658547,0.896529893179316,1
absolute,MB0502,LOWER_LIMB_L,DISGUST-FEAR,1,0.0578693155710788,0.975442506278259,0
absolute,MB0502,LOWER_LIMB_L,DISGUST-JOY,1,9.87908163297945,2.01084553748963,0
absolute,MB0502,LOWER_LIMB_L,DISGUST-SAD,1,12.3811605579671,5.54860368548543,0
absolute,MB0502,LOWER_LIMB_L,FEAR-JOY,1,9.82121231740837,1.03540303121137,0
absolute,MB0502,LOWER_LIMB_L,FEAR-SAD,1,12.323291242396,4.57316117920717,0
absolute,MB0502,LOWER_LIMB_L,JOY-SAD,1,2.50207892498763,3.5377581479958,0
absolute,MB0502,LOWER_LIMB_R,NEUTRAL-DISGUST,1,-20.1614042118315,-4.35632342031951,0
absolute,MB0502,LOWER_LIMB_R,NEUTRAL-FEAR,1,-19.3098781994169,-2.74912328769661,0
absolute,MB0502,LOWER_LIMB_R,NEUTRAL-JOY,1,-12.6012195465326,-1.2403077685321,0
absolute,MB0502,LOWER_LIMB_R,NEUTRAL-SAD,1,-8.12417405871391,0.370409672431064,1
absolute,MB0502,LOWER_LIMB_R,DISGUST-FEAR,1,0.851526012414588,1.6072001326229,0
absolute,MB0502,LOWER_LIMB_R,DISGUST-JOY,1,7.5601846652989,3.1160156517874,0
absolute,MB0502,LOWER_LIMB_R,DISGUST-SAD,1,12.0372301531176,4.72673309275057,0
absolute,MB0502,LOWER_LIMB_R,FEAR-JOY,1,6.70865865288431,1.50881551916451,0
absolute,MB0502,LOWER_LIMB_R,FEAR-SAD,1,11.185704140703,3.11953296012767,0
absolute,MB0502,LOWER_LIMB_R,JOY-SAD,1,4.47704548781869,1.61071744096317,0
absolute,MB0502,WRIST_L,NEUTRAL-DISGUST,1,-108.778254175729,-6.71967202526788,0
absolute,MB0502,WRIST_L,NEUTRAL-FEAR,1,-97.4672191425734,-4.12756041250075,0
absolute,MB0502,WRIST_L,NEUTRAL-JOY,1,-65.7209745149534,-5.7192938390922,0
absolute,MB0502,WRIST_L,NEUTRAL-SAD,1,-45.2133948867244,1.23287450700222,1
absolute,MB0502,WRIST_L,DISGUST-FEAR,1,11.3110350331552,2.59211161276714,0
absolute,MB0502,WRIST_L,DISGUST-JOY,1,43.0572796607752,1.00037818617569,0
absolute,MB0502,WRIST_L,DISGUST-SAD,1,63.5648592890042,7.9525465322701,0
absolute,MB0502,WRIST_L,FEAR-JOY,1,31.74624462762,-1.59173342659145,1
absolute,MB0502,WRIST_L,FEAR-SAD,1,52.253824255849,5.36043491950297,0
absolute,MB0502,WRIST_L,JOY-SAD,1,20.507579628229,6.95216834609442,0
absolute,MB0502,WRIST_R,NEUTRAL-DISGUST,1,-102.230909245684,-5.96248912901208,0
absolute,MB0502,WRIST_R,NEUTRAL-FEAR,1,-92.1257537663047,-6.00434693336986,0
absolute,MB0502,WRIST_R,NEUTRAL-JOY,1,-45.9187531816832,-1.62452629235961,0
absolute,MB0502,WRIST_R,NEUTRAL-SAD,1,-40.2666134507694,2.3012672666995,1
absolute,MB0502,WRIST_R,DISGUST-FEAR,1,10.1051554793791,-0.0418578043577771,1
absolute,MB0502,WRIST_R,DISGUST-JOY,1,56.3121560640006,4.33796283665247,0
absolute,MB0502,WRIST_R,DISGUST-SAD,1,61.9642957949143,8.26375639571159,0
absolute,MB0502,WRIST_R,FEAR-JOY,1,46.2070005846215,4.37982064101025,0
absolute,MB0502,WRIST_R,FEAR-SAD,1,51.8591403155352,8.30561420006936,0
absolute,MB0502,WRIST_R,JOY-SAD,1,5.65213973091376,3.92579355905912,0
absolute,MB0502,LTORSO,NEUTRAL-DISGUST,1,-74.1809019997466,-8.25163474373714,0
absolute,MB0502,LTORSO,NEUTRAL-FEAR,1,-59.8507916182894,-4.80962704935091,0
absolute,MB0502,LTORSO,NEUTRAL-JOY,1,-42.7459104005373,-1.49704404419682,0
absolute,MB0502,LTORSO,NEUTRAL-SAD,1,-20.5043312203598,1.40684675546681,1
absolute,MB0502,LTORSO,DISGUST-FEAR,1,14.3301103814572,3.44200769438623,0
absolute,MB0502,LTORSO,DISGUST-JOY,1,31.4349915992093,6.75459069954031,0
absolute,MB0502,LTORSO,DISGUST-SAD,1,53.6765707793868,9.65848149920395,0
absolute,MB0502,LTORSO,FEAR-JOY,1,17.1048812177521,3.31258300515409,0
absolute,MB0502,LTORSO,FEAR-SAD,1,39.3464603979296,6.21647380481772,0
absolute,MB0502,LTORSO,JOY-SAD,1,22.2415791801775,2.90389079966363,0
absolute,MJ1800,UTORSO,NEUTRAL-DISGUST,1,-67.2095296962468,-8.91357215166575,0
absolute,MJ1800,UTORSO,NEUTRAL-FEAR,1,-72.6505708374843,-12.8810138556589,0
absolute,MJ1800,UTORSO,NEUTRAL-JOY,1,-31.8824588317207,-3.04999825391011,0
absolute,MJ1800,UTORSO,NEUTRAL-SAD,1,-43.9014531012624,-0.879042936104923,0
absolute,MJ1800,UTORSO,DISGUST-FEAR,1,-5.44104114123741,-3.9674417039932,0
absolute,MJ1800,UTORSO,DISGUST-JOY,1,35.3270708645262,5.86357389775564,0
absolute,MJ1800,UTORSO,DISGUST-SAD,1,23.3080765949844,8.03452921556083,0
absolute,MJ1800,UTORSO,FEAR-JOY,1,40.7681120057636,9.83101560174884,0
absolute,MJ1800,UTORSO,FEAR-SAD,1,28.7491177362218,12.001970919554,0
absolute,MJ1800,UTORSO,JOY-SAD,1,-12.0189942695418,2.17095531780519,1
absolute,MJ1800,HEAD,NEUTRAL-DISGUST,1,-61.8285783920578,-8.68740434110603,0
absolute,MJ1800,HEAD,NEUTRAL-FEAR,1,-78.8435862737757,-13.6920775748508,0
absolute,MJ1800,HEAD,NEUTRAL-JOY,1,-25.6147705341645,-4.08250269203802,0
absolute,MJ1800,HEAD,NEUTRAL-SAD,1,-32.3242049963675,-4.05113990333076,0
absolute,MJ1800,HEAD,DISGUST-FEAR,1,-17.0150078817179,-5.00467323374473,0
absolute,MJ1800,HEAD,DISGUST-JOY,1,36.2138078578933,4.60490164906801,0
absolute,MJ1800,HEAD,DISGUST-SAD,1,29.5043733956904,4.63626443777527,0
absolute,MJ1800,HEAD,FEAR-JOY,1,53.2288157396112,9.60957488281274,0
absolute,MJ1800,HEAD,FEAR-SAD,1,46.5193812774082,9.64093767152,0
absolute,MJ1800,HEAD,JOY-SAD,1,-6.70943446220294,0.0313627887072556,1
absolute,MJ1800,UPPER_LIMB_L,NEUTRAL-DISGUST,1,-85.9018524819188,-8.51173519532467,0
absolute,MJ1800,UPPER_LIMB_L,NEUTRAL-FEAR,1,-96.5282866011331,-12.8752048262997,0
absolute,MJ1800,UPPER_LIMB_L,NEUTRAL-JOY,1,-33.1478967962548,-3.14276772209787,0
absolute,MJ1800,UPPER_LIMB_L,NEUTRAL-SAD,1,-62.0131896946586,1.35110283953177,1
absolute,MJ1800,UPPER_LIMB_L,DISGUST-FEAR,1,-10.6264341192143,-4.36346963097505,0
absolute,MJ1800,UPPER_LIMB_L,DISGUST-JOY,1,52.753955685664,5.3689674732268,0
absolute,MJ1800,UPPER_LIMB_L,DISGUST-SAD,1,23.8886627872602,9.86283803485644,0
absolute,MJ1800,UPPER_LIMB_L,FEAR-JOY,1,63.3803898048783,9.73243710420185,0
absolute,MJ1800,UPPER_LIMB_L,FEAR-SAD,1,34.5150969064744,14.2263076658315,0
absolute,MJ1800,UPPER_LIMB_L,JOY-SAD,1,-28.8652928984039,4.49387056162963,1
absolute,MJ1800,UPPER_LIMB_R,NEUTRAL-DISGUST,1,-69.1312309836245,-9.8324437837599,0
absolute,MJ1800,UPPER_LIMB_R,NEUTRAL-FEAR,1,-74.7541540870862,-13.4899515737995,0
absolute,MJ1800,UPPER_LIMB_R,NEUTRAL-JOY,1,-5.97751523913338,-6.32665709827721,0
absolute,MJ1800,UPPER_LIMB_R,NEUTRAL-SAD,1,-34.6881554101797,-1.47197613079137,0
absolute,MJ1800,UPPER_LIMB_R,DISGUST-FEAR,1,-5.62292310346179,-3.65750779003958,0
absolute,MJ1800,UPPER_LIMB_R,DISGUST-JOY,1,63.1537157444911,3.50578668548269,0
absolute,MJ1800,UPPER_LIMB_R,DISGUST-SAD,1,34.4430755734448,8.36046765296854,0
absolute,MJ1800,UPPER_LIMB_R,FEAR-JOY,1,68.7766388479529,7.16329447552227,0
absolute,MJ1800,UPPER_LIMB_R,FEAR-SAD,1,40.0659986769065,12.0179754430081,0
absolute,MJ1800,UPPER_LIMB_R,JOY-SAD,1,-28.7106401710463,4.85468096748584,1
absolute,MJ1800,LOWER_LIMB_L,NEUTRAL-DISGUST,1,-37.9587813430073,-6.5536444094999,0
absolute,MJ1800,LOWER_LIMB_L,NEUTRAL-FEAR,1,-40.2047404297088,-8.97802552559918,0
absolute,MJ1800,LOWER_LIMB_L,NEUTRAL-JOY,1,-18.1309388361409,-2.20388432528632,0
absolute,MJ1800,LOWER_LIMB_L,NEUTRAL-SAD,1,-24.3546251511134,-1.50782447715109,0
absolute,MJ1800,LOWER_LIMB_L,DISGUST-FEAR,1,-2.24595908670149,-2.42438111609928,0
absolute,MJ1800,LOWER_LIMB_L,DISGUST-JOY,1,19.8278425068664,4.34976008421358,0
absolute,MJ1800,LOWER_LIMB_L,DISGUST-SAD,1,13.6041561918939,5.04581993234881,0
absolute,MJ1800,LOWER_LIMB_L,FEAR-JOY,1,22.0738015935679,6.77414120031286,0
absolute,MJ1800,LOWER_LIMB_L,FEAR-SAD,1,15.8501152785954,7.47020104844809,0
absolute,MJ1800,LOWER_LIMB_L,JOY-SAD,1,-6.22368631497251,0.696059848135228,1
absolute,MJ1800,LOWER_LIMB_R,NEUTRAL-DISGUST,1,-30.340423219073,-6.01134910094789,0
absolute,MJ1800,LOWER_LIMB_R,NEUTRAL-FEAR,1,-31.7238098831225,-7.69713309008033,0
absolute,MJ1800,LOWER_LIMB_R,NEUTRAL-JOY,1,-12.5317775132411,-2.17564660333961,0
absolute,MJ1800,LOWER_LIMB_R,NEUTRAL-SAD,1,-20.4818448473922,-3.11431325905695,0
absolute,MJ1800,LOWER_LIMB_R,DISGUST-FEAR,1,-1.38338666404955,-1.68578398913244,0
absolute,MJ1800,LOWER_LIMB_R,DISGUST-JOY,1,17.8086457058319,3.83570249760828,0
absolute,MJ1800,LOWER_LIMB_R,DISGUST-SAD,1,9.85857837168074,2.89703584189093,0
absolute,MJ1800,LOWER_LIMB_R,FEAR-JOY,1,19.1920323698815,5.52148648674072,0
absolute,MJ1800,LOWER_LIMB_R,FEAR-SAD,1,11.2419650357303,4.58281983102337,0
absolute,MJ1800,LOWER_LIMB_R,JOY-SAD,1,-7.95006733415116,-0.938666655717348,0
absolute,MJ1800,WRIST_L,NEUTRAL-DISGUST,1,-92.2545611670845,-8.54304362021184,0
absolute,MJ1800,WRIST_L,NEUTRAL-FEAR,1,-104.005755369887,-15.3828193449214,0
absolute,MJ1800,WRIST_L,NEUTRAL-JOY,1,-19.5134940739911,-3.16733856577388,0
absolute,MJ1800,WRIST_L,NEUTRAL-SAD,1,-66.5138609039234,-0.613032256116139,0
absolute,MJ1800,WRIST_L,DISGUST-FEAR,1,-11.7511942028025,-6.83977572470958,0
absolute,MJ1800,WRIST_L,DISGUST-JOY,1,72.7410670930933,5.37570505443797,0
absolute,MJ1800,WRIST_L,DISGUST-SAD,1,25.740700263161,7.93001136409571,0
absolute,MJ1800,WRIST_L,FEAR-JOY,1,84.4922612958958,12.2154807791475,0
absolute,MJ1800,WRIST_L,FEAR-SAD,1,37.4918944659635,14.7697870888053,0
absolute,MJ1800,WRIST_L,JOY-SAD,1,-47.0003668299323,2.55430630965774,1
absolute,MJ1800,WRIST_R,NEUTRAL-DISGUST,1,-73.4715476183188,-12.9520703002871,0
absolute,MJ1800,WRIST_R,NEUTRAL-FEAR,1,-74.9290641443788,-15.5883218727675,0
absolute,MJ1800,WRIST_R,NEUTRAL-JOY,1,-14.0116971727359,-10.50062890345,0
absolute,MJ1800,WRIST_R,NEUTRAL-SAD,1,-35.872876864765,-5.19503736299544,0
absolute,MJ1800,WRIST_R,DISGUST-FEAR,1,-1.45751652606004,-2.63625157248043,0
absolute,MJ1800,WRIST_R,DISGUST-JOY,1,59.4598504455829,2.45144139683703,0
absolute,MJ1800,WRIST_R,DISGUST-SAD,1,37.5986707535538,7.75703293729164,0
absolute,MJ1800,WRIST_R,FEAR-JOY,1,60.9173669716429,5.08769296931746,0
absolute,MJ1800,WRIST_R,FEAR-SAD,1,39.0561872796138,10.3932845097721,0
absolute,MJ1800,WRIST_R,JOY-SAD,1,-21.8611796920291,5.30559154045461,1
absolute,MJ1800,LTORSO,NEUTRAL-DISGUST,1,-73.3597164627817,-8.71250506722861,0
absolute,MJ1800,LTORSO,NEUTRAL-FEAR,1,-75.7026350127967,-11.7497309785612,0
absolute,MJ1800,LTORSO,NEUTRAL-JOY,1,-10.3844166131498,-1.9330957716761,0
absolute,MJ1800,LTORSO,NEUTRAL-SAD,1,-41.3959085763629,1.26774933256791,1
absolute,MJ1800,LTORSO,DISGUST-FEAR,1,-2.34291855001501,-3.03722591133255,0
absolute,MJ1800,LTORSO,DISGUST-JOY,1,62.9752998496319,6.77940929555251,0
absolute,MJ1800,LTORSO,DISGUST-SAD,1,31.9638078864188,9.98025439979652,0
absolute,MJ1800,LTORSO,FEAR-JOY,1,65.3182183996469,9.81663520688506,0
absolute,MJ1800,LTORSO,FEAR-SAD,1,34.3067264364338,13.0174803111291,0
absolute,MJ1800,LTORSO,JOY-SAD,1,-31.0114919632131,3.20084510424401,1
absolute,MS2002,UTORSO,NEUTRAL-DISGUST,1,-53.7549100000198,-7.37748547066109,0
absolute,MS2002,UTORSO,NEUTRAL-FEAR,1,-37.8211857158998,-5.12791189231751,0
absolute,MS2002,UTORSO,NEUTRAL-JOY,1,-74.0456943365403,-15.9464044253364,0
absolute,MS2002,UTORSO,NEUTRAL-SAD,1,-35.2838820551566,-7.82594329320051,0
absolute,MS2002,UTORSO,DISGUST-FEAR,1,15.93372428412,2.24957357834358,0
absolute,MS2002,UTORSO,DISGUST-JOY,1,-20.2907843365205,-8.56891895467528,0
absolute,MS2002,UTORSO,DISGUST-SAD,1,18.4710279448632,-0.448457822539417,1
absolute,MS2002,UTORSO,FEAR-JOY,1,-36.2245086206405,-10.8184925330189,0
absolute,MS2002,UTORSO,FEAR-SAD,1,2.53730366074319,-2.698031400883,1
absolute,MS2002,UTORSO,JOY-SAD,1,38.7618122813837,8.12046113213587,0
absolute,MS2002,HEAD,NEUTRAL-DISGUST,1,-27.675281269593,-3.74516534358789,0
absolute,MS2002,HEAD,NEUTRAL-FEAR,1,-23.8672928288888,-3.74324233205304,0
absolute,MS2002,HEAD,NEUTRAL-JOY,1,-54.2467147362118,-10.2662023467495,0
absolute,MS2002,HEAD,NEUTRAL-SAD,1,-15.9880230557958,-5.13002018524423,0
absolute,MS2002,HEAD,DISGUST-FEAR,1,3.80798844070422,0.00192301153485275,0
absolute,MS2002,HEAD,DISGUST-JOY,1,-26.5714334666188,-6.5210370031616,0
absolute,MS2002,HEAD,DISGUST-SAD,1,11.6872582137973,-1.38485484165634,1
absolute,MS2002,HEAD,FEAR-JOY,1,-30.379421907323,-6.52296001469645,0
absolute,MS2002,HEAD,FEAR-SAD,1,7.87926977309304,-1.38677785319119,1
absolute,MS2002,HEAD,JOY-SAD,1,38.258691680416,5.13618216150526,0
absolute,MS2002,UPPER_LIMB_L,NEUTRAL-DISGUST,1,-50.0757765739472,-3.38824064060027,0
absolute,MS2002,UPPER_LIMB_L,NEUTRAL-FEAR,1,-52.328079205965,-1.34791777337855,0
absolute,MS2002,UPPER_LIMB_L,NEUTRAL-JOY,1,-80.9261323015472,-12.681912545804,0
absolute,MS2002,UPPER_LIMB_L,NEUTRAL-SAD,1,-26.3520140442593,-5.49296356552799,0
absolute,MS2002,UPPER_LIMB_L,DISGUST-FEAR,1,-2.25230263201775,2.04032286722173,1
absolute,MS2002,UPPER_LIMB_L,DISGUST-JOY,1,-30.8503557276,-9.29367190520369,0
absolute,MS2002,UPPER_LIMB_L,DISGUST-SAD,1,23.7237625296879,-2.10472292492772,1
absolute,MS2002,UPPER_LIMB_L,FEAR-JOY,1,-28.5980530955822,-11.3339947724254,0
absolute,MS2002,UPPER_LIMB_L,FEAR-SAD,1,25.9760651617057,-4.14504579214945,1
absolute,MS2002,UPPER_LIMB_L,JOY-SAD,1,54.5741182572879,7.18894898027597,0
absolute,MS2002,UPPER_LIMB_R,NEUTRAL-DISGUST,1,-38.2534216395385,-3.82000421997736,0
absolute,MS2002,UPPER_LIMB_R,NEUTRAL-FEAR,1,-53.0660841173782,-4.47054638398888,0
absolute,MS2002,UPPER_LIMB_R,NEUTRAL-JOY,1,-81.8018112146384,-15.7691405795056,0
absolute,MS2002,UPPER_LIMB_R,NEUTRAL-SAD,1,-50.2755780483974,-6.16776299685539,0
