participantID,seq,exp,clipDynamicMedian,clipSelectedFrac,clipCandidateSamples,valence,dominance,arousal,liking,familiarity
10-9UHM,1,19,25.3983264125626,0.97017001545595,6470,6.9,5.7,5.5,6.7,5
10-9UHM,2,9,26.1992860824403,0.970601959869342,6429,7.7,5.6,6.1,9,5
10-9UHM,3,6,31.1320795807837,0.897716754088244,6482,6.7,5.6,5.7,6.9,1
10-9UHM,4,21,27.8425162835696,0.957081545064378,6757,5.5,5.5,4.4,5.2,1
10-9UHM,5,13,24.8706231965305,0.976298144394199,6413,6,5.8,4.5,5.5,2
10-9UHM,6,5,28.3098599956798,0.828676696346331,6514,6.2,5.6,5.5,6.6,5
10-9UHM,7,31,23.7573598599429,0.989797520012557,6371,5.7,5.3,5.5,5.4,1
10-9UHM,8,25,25.3017672870106,0.96050214329455,6532,6,5.8,4.2,5.5,1
10-9UHM,9,12,26.6163971133334,0.940307692307692,6500,6.1,5.3,4.6,4.6,1
10-9UHM,10,8,23.8601698284024,0.952395720266708,6449,6,5.4,4.9,6.8,5
10-9UHM,11,7,24.7651123761315,1,6371,5.8,5.4,5.1,5.7,5
10-9UHM,12,10,25.7599618343517,0.893795677188618,6431,5.7,5,5.6,7.4,1
10-9UHM,13,36,23.8183821434442,0.981132075471698,6466,5.8,5.9,5.5,7.2,3
10-9UHM,14,37,26.6110497922931,0.943245778611632,6396,5.4,4.5,6.7,6.4,1
10-9UHM,15,38,25.7941914459032,0.937625418060201,5980,5.6,5.7,5.4,5.7,1
10-9UHM,16,2,25.4095304037611,0.964474092460441,6446,5.6,5.5,4.4,4.8,1
10-9UHM,17,27,27.0123240494783,0.904687255055651,6379,5.5,5.5,4.9,4.6,2
10-9UHM,18,1,27.1447639589921,0.96021756021756,6435,5.4,4.3,6.2,4.6,5
10-9UHM,19,29,26.6206742139877,0.868017188459177,6516,6.5,4.4,6.4,8.8,5
10-9UHM,20,4,27.1971407374437,0.800735744941753,6524,7.1,5.4,6.7,7.1,5
10-9UHM,21,18,27.1615355169463,0.951797892126472,6452,7.4,4.8,3.9,9,5
10-9UHM,22,11,30.3543952905522,0.902109835556935,6446,6.3,5.4,5.7,6.6,3
10-9UHM,23,14,24.7490169483477,0.920716510903427,6420,7,5.6,5.7,7.7,5
10-9UHM,24,40,26.5425086616198,0.918196745782953,6699,5.3,4.6,6.4,4.5,3
10-9UHM,25,23,30.0490530327353,0.905576093653728,6492,4.1,4.3,4.2,3.9,2
10-9UHM,26,28,26.288218799119,0.814079702279423,6449,4.6,5.7,4,5.5,1
10-9UHM,27,22,25.7963982467324,0.972163388804841,6610,4.3,4.8,5.1,6.1,4
10-9UHM,28,17,24.9734089625159,0.958796072750684,6213,6,5.6,4.2,6.1,1
10-9UHM,29,32,24.5620027128108,0.949176470588235,6375,5.7,4.3,6.3,6.2,2
10-9UHM,30,26,30.3918791221839,0.894745299694681,6223,5.4,4.6,3.6,6.4,2
10-9UHM,31,20,29.2950930500339,0.952604411074613,6393,6.9,4.5,5.9,7.3,5
10-9UHM,32,15,29.454967556527,0.965197215777262,6465,7.3,4.5,4.4,7.6,1
10-9UHM,33,34,28.1798658427655,0.952259420507431,6661,5.8,4.1,7.1,6.6,3
10-9UHM,34,24,26.0030013109837,0.967690395881413,5633,3.9,5.5,5.4,6.2,5
10-9UHM,35,33,25.2172569031151,0.919927356777282,6057,6.1,4,7,6.5,4
10-9UHM,36,30,26.5103190043124,0.968807906114886,6476,2.5,3.7,5.8,2.6,3
10-9UHM,37,39,28.945177471648,0.962843543681867,6513,3.8,4.2,6.9,4.2,2
10-9UHM,38,3,30.9118805686455,0.881502045587376,6844,7,4.1,6.5,7.4,5
11-9UIZ,1,14,20.5159456804859,0.997662459093034,6417,6.9,6.5,5,8.7,5
11-9UIZ,2,6,19.2298025748602,1,6485,7.9,7.3,6.6,8,4
11-9UIZ,3,12,20.9755554508806,1,6474,7.7,4.1,1.8,8.8,1
11-9UIZ,4,19,23.7860957156004,1,6466,6.7,6.7,5,6.5,5
11-9UIZ,5,13,19.4914845756428,1,6407,6.7,7.2,2.8,7.4,2
11-9UIZ,6,38,19.5701794876204,1,5981,6.3,6.5,6.8,5,3
11-9UIZ,7,1,19.4914845756427,1,6482,7.7,6.3,7.3,7.4,5
11-9UIZ,8,11,20.2787268805194,1,6485,9,7.1,5,8.8,1
11-9UIZ,9,5,19.3301891448604,0.992292276861415,6487,8.6,8.2,6.4,8.8,5
11-9UIZ,10,8,20.1081781234915,1,6474,8.2,7.2,5,8.1,5
11-9UIZ,11,21,20.7449654162729,1,6725,3,6.8,3.2,7,3
11-9UIZ,12,33,20.6748738628836,1,6054,6.1,8,6.2,6.5,4
11-9UIZ,13,4,19.7928872880812,0.992373398413667,6556,9,6.8,6.4,7.6,5
11-9UIZ,14,29,20.0387000732271,1,6557,3.9,4.3,6.8,8.4,5
11-9UIZ,15,22,20.2674952391812,0.99455205811138,6608,3.8,5.4,3.6,2.9,1
11-9UIZ,16,9,19.4695683736053,1,6452,8.1,6.5,6.3,9,5
11-9UIZ,17,26,19.7266275274817,0.992011503435054,6259,3.7,6.9,3.8,5.2,1
11-9UIZ,18,32,20.1689515792501,1,6416,5,5,5.9,5,2
11-9UIZ,19,28,21.5867711570534,1,6453,3.5,5.6,5,6.6,1
11-9UIZ,20,30,23.2009383026054,1,6470,2.2,4,6.3,5,5
11-9UIZ,21,2,20.2182833978651,1,6412,6.4,6.6,6.4,6.9,5
11-9UIZ,22,40,20.1491850136257,1,6735,5.9,7.1,7.1,6.7,3
11-9UIZ,23,3,19.6253682295111,0.985751671997674,6878,6.9,5.7,4.8,6.7,5
11-9UIZ,24,39,20.3683570493657,1,6471,5,6.9,6.8,3.8,2
11-9UIZ,25,24,21.402712476888,1,5634,3.3,6.9,3.7,6,5
11-9UIZ,26,37,20.9470404037186,1,6370,3.1,3.7,7,1,1
11-9UIZ,27,31,21.1337209796831,1,6375,5,8.5,5,4.1,1
11-9UIZ,28,20,19.8015135196035,0.992219109866169,6426,6.5,6.6,5,3.5,1
11-9UIZ,29,23,19.9532953654588,1,6493,5,5,5,5,1
11-9UIZ,30,15,22.1824339227639,1,6475,9,6.6,5,7.1,1
11-9UIZ,31,25,22.1618946276905,1,6555,6.9,6.9,3.1,7.1,1
11-9UIZ,32,7,19.8818445330989,0.992149474014759,6369,7,5.5,6.5,7.2,5
11-9UIZ,33,34,20.7970368824163,1,6663,4.4,6.9,6.3,2.4,2
11-9UIZ,34,17,20.5741313411552,1,6180,3,5,4.9,5,4
11-9UIZ,35,10,19.2475558969133,0.992225159384233,6431,5,7,7.2,6.2,3
11-9UIZ,36,36,20.5547544220379,0.992264851485149,6464,3.4,6.5,6.9,5,1
11-9UIZ,37,27,20.7422211917201,1,6390,7.2,6.6,6.1,6.8,1
11-9UIZ,38,18,20.4325358798445,1,6449,9,7.9,6.8,9,5
12-9UN3,1,8,21.3774303098793,1,6454,2,9,3.9,1,5
12-9UN3,2,36,21.5814964419698,0.988902589395808,6488,6.1,9,4.3,5.8,1
12-9UN3,3,19,21.3040757972646,1,6484,7.6,7,2,7.2,5
12-9UN3,4,29,22.2541721730796,1,6573,5.9,7.3,1.5,7.6,5
12-9UN3,5,14,21.9009293803033,0.991890205864005,6412,4,9,4.5,3.4,5
12-9UN3,6,7,22.8037406253148,0.994978028876334,6372,9,9,6.9,9,5
12-9UN3,7,34,22.2157697766094,1,6688,5.3,7.6,3.9,5.7,1
12-9UN3,8,6,22.1541874827424,1,6485,6.8,9,4.1,7,4
12-9UN3,9,24,20.8953427516467,0.987204549493513,5627,1,4.7,2.6,6.5,5
12-9UN3,10,18,21.1444924997401,1,6438,6.3,6.5,2.2,6.2,5
12-9UN3,11,37,22.5085138274558,0.99467668702051,6387,7.1,9,6,6.3,1
12-9UN3,12,13,21.6736186212374,1,6441,6,9,3,5.8,2
12-9UN3,13,5,22.8224552630823,0.993682588597843,6490,5.8,8.1,2.4,5.7,5
12-9UN3,14,30,19.8015135196035,1,6469,7,7.1,3.2,9,2
12-9UN3,15,3,22.9418672241169,1,6886,6.3,9,3.7,5.9,5
12-9UN3,16,32,21.6328700127364,1,6400,5.9,7.5,3.6,6.7,4
12-9UN3,17,33,21.7941012964572,0.985414618157981,6102,4.5,9,3.3,4.8,1
12-9UN3,18,40,22.1901312570732,0.993731343283582,6700,5.9,7.5,3.6,6.6,1
12-9UN3,19,26,21.2813514851273,1,6233,5,9,3,5.4,2
12-9UN3,20,21,22.679836977737,1,6730,3.4,9,5.6,2.6,1
12-9UN3,21,27,23.5128976968872,0.987435212816083,6367,6,7.2,3.1,6.3,1
12-9UN3,22,22,22.4020420534346,1,6611,3.6,9,2.7,4.7,1
12-9UN3,23,1,23.0557233438988,1,6449,2.2,9,6.7,2.5,5
12-9UN3,24,12,23.0804003533641,1,6463,5.8,7.3,1,5.5,1
12-9UN3,25,25,22.8448925504247,0.997704315886134,6534,6.1,6.1,3,6.7,1
12-9UN3,26,10,22.7875089039974,1,6432,6.7,6.8,3.2,7.5,2
12-9UN3,27,2,23.9827227124699,0.936996904024768,6460,9,5.3,7,9,5
12-9UN3,28,23,22.8548576076273,1,6518,4.5,9,3,5.7,1
12-9UN3,29,39,22.620776403227,1,6526,5.4,7.1,4.3,6.5,1
12-9UN3,30,38,21.712979907894,1,6001,5.5,7.1,4.3,6.5,1
12-9UN3,31,9,22.7837614378084,1,6476,4,8.9,2.3,4.4,5
12-9UN3,32,11,22.4806771028695,1,6454,6.2,7.2,2.3,5.8,4
12-9UN3,33,17,22.639642286018,1,6223,6.1,7.1,3.1,6.2,5
12-9UN3,34,20,18.5824520314985,0.99248355778265,6386,6.5,5.9,2.9,6.6,5
12-9UN3,35,28,21.8879294804338,1,6488,4.2,8,2.3,4,1
12-9UN3,36,15,18.5487242630229,0.979727638502012,6462,4.5,9,3,3.2,1
12-9UN3,37,31,22.6081904252075,1,6382,4,9,4,3.1,1
12-9UN3,38,4,22.5716514376705,1,6510,5,9,3.4,5.8,5
13-9UOF,1,12,24.7651123761316,0.922636546495436,6463,5.9,5.9,3.1,5.7,1
13-9UOF,2,15,26.5885791884927,0.891674404209223,6462,4.3,5.9,3.4,4.3,1
13-9UOF,3,19,24.7605147501054,0.906757383640019,6467,7.7,6.1,6.7,6.9,4
13-9UOF,4,10,26.0336316057412,0.846572361262242,6433,6.3,6.6,7.2,5.8,1
13-9UOF,5,32,26.0751439560913,0.824184441656211,6376,4.4,5.5,4,3,1
13-9UOF,6,18,27.0628537722989,0.889183705322304,6407,6.9,6.1,5.9,8.2,3
13-9UOF,7,23,26.3897973650396,0.880369515011547,6495,4.6,5.6,4.5,6.2,1
13-9UOF,8,13,24.7098844039306,0.927856025039124,6390,5,4.1,4.3,3.3,1
13-9UOF,9,6,27.9384443077694,0.786364337498072,6483,5.8,3.8,4.5,5.5,1
13-9UOF,10,37,27.0985886524524,0.896768120489489,6374,5.5,5.5,7,3.9,1
13-9UOF,11,40,27.6764132494685,0.812360053739364,6699,5,4.3,5.9,5.5,1
13-9UOF,12,39,24.1058332529971,0.869921211184922,6473,4,5.7,5.8,4.1,1
13-9UOF,13,29,26.232942409729,0.912689887985269,6517,5.5,4.2,5.8,4.6,1
13-9UOF,14,2,27.4419725340638,0.932626325639426,6412,6.2,5.4,6.2,6.4,5
13-9UOF,15,30,26.60249180854,0.880952380952381,6468,6.1,6.4,6.6,7.2,4
13-9UOF,16,36,27.5175832575163,0.970306217135787,6466,3.3,4.2,5.8,4.1,1
13-9UOF,17,7,26.4350573717234,0.923378866384048,6369,7,7.1,6.9,8.2,5
13-9UOF,18,20,27.6084551397483,0.848252077128076,6379,7,5.9,5,7.6,1
13-9UOF,19,31,27.4222588630653,0.901742269659394,6371,5,3.7,5.1,5.7,1
13-9UOF,20,5,30.7123516427767,0.724206960271019,6494,7.7,5.5,7,7.7,5
13-9UOF,21,11,28.4192365747953,0.847226526185311,6454,6.8,5.7,5.8,6.2,1
13-9UOF,22,33,25.8118405697238,0.89020967475648,6057,4.5,4.2,6.5,4.4,1
13-9UOF,23,1,29.074686742404,0.91829760795278,6438,6.5,6.3,6.4,7.6,5
13-9UOF,24,24,27.054438705624,0.88286526839673,5626,3.3,5.6,5.5,7.3,3
13-9UOF,25,26,28.12931895751,0.909310567010309,6208,5,3.7,3.5,3.8,1
13-9UOF,26,34,27.7380488686364,0.871848739495798,6664,5.8,6.7,8.2,5.9,1
13-9UOF,27,3,28.3741321977486,0.83635300993571,6844,7.5,6.5,8.3,7.7,5
13-9UOF,28,4,27.4243346557227,0.889230296512521,6509,6.2,5.5,6,6,1
13-9UOF,29,38,29.6639150590157,0.81461049816115,5982,5,5.5,6.8,4.1,1
13-9UOF,30,17,27.1468609703869,0.859708737864078,6180,5,3.5,3.6,5.3,1
13-9UOF,31,22,26.683681836581,0.803025718608169,6610,4.2,5.8,5.2,6.1,1
13-9UOF,32,14,28.3771414031739,0.726209048361934,6410,7.6,6.4,6.9,7.5,5
13-9UOF,33,25,30.2322518729169,0.660085705540251,6534,5,4.1,5,5.7,1
13-9UOF,34,28,29.0198140034985,0.765690376569038,6453,5,3.7,4,5.5,1
13-9UOF,35,8,29.2484200096918,0.751782945736434,6450,6.8,5.9,7.1,7.7,5
13-9UOF,36,21,21.5128074554604,0.984091584894439,6726,4,5.6,4.1,5.7,1
13-9UOF,37,27,26.1557945416922,0.930579550808858,6367,5.5,4.2,4.2,5.7,1
13-9UOF,38,9,27.1395205392475,0.866697775703842,6429,7.2,6.4,6.6,7.4,4
14-9UP0,1,6,24.1954025127451,1,6487,7,7.1,7.2,7.1,4
14-9UP0,2,31,23.4061306335569,1,6370,6.1,6.8,7,2,1
14-9UP0,3,23,23.7273897004853,0.991683351301402,6493,4.8,6.8,6.7,3.8,1
14-9UP0,4,14,23.8613627176079,0.963812197785057,6411,7.4,7,6.2,7.5,4
14-9UP0,5,34,24.4621425993532,0.988300584970751,6667,6.1,6.8,6.3,1,1
14-9UP0,6,37,24.2095147347164,1,6371,5.7,6.7,5.6,1,1
14-9UP0,7,36,24.1247175749321,0.99443241571296,6466,3.2,4.6,5.5,3.7,2
14-9UP0,8,1,24.3828939062432,0.989127058092575,6438,5.1,6.4,7,6.4,4
14-9UP0,9,24,24.4330369017564,1,5628,3.7,5.7,6.3,3.3,4
14-9UP0,10,22,24.7167946490634,0.995006053268765,6608,5.7,6.7,5.4,8.7,1
14-9UP0,11,8,24.4505044890797,0.964795285359802,6448,6,7.4,5.5,6.7,4
14-9UP0,12,17,24.3618731594691,0.987862113610617,6179,5,7.4,6,6.5,2
14-9UP0,13,25,24.2729181992115,0.995406522737712,6531,3.1,6.2,4.3,2.9,1
14-9UP0,14,27,24.2611893180245,0.98978469275499,6363,4.1,5.6,4.4,3.7,1
14-9UP0,15,28,24.6960581129643,0.995817195972115,6455,2.5,2.3,6.2,8.2,4
14-9UP0,16,30,24.6268102204772,0.986390349520569,6466,3,3.5,5.9,5.5,2
14-9UP0,17,32,24.5978993685442,1,6374,3.5,5.6,4.6,3.4,1
14-9UP0,18,39,24.1659755527289,0.992272024729521,6470,3.4,5.4,5.3,1.6,1
14-9UP0,19,11,24.5086397760756,0.987434067638846,6446,5.5,6,5.4,6.7,1
14-9UP0,20,40,24.0963855421687,0.987764846314533,6702,5.9,7.7,5.6,1.4,1
14-9UP0,21,4,24.5434548508393,1,6507,8,7,6.5,8.6,5
14-9UP0,22,29,24.4761010270793,0.998158661961025,6517,6.4,5.8,5.6,6.6,5
14-9UP0,23,9,24.2963589755087,0.992844921449681,6429,6.6,6.3,6.5,7.7,4
15-9UR2,1,39,19.8474567681836,1,6477,6.6,5.6,6.5,3.6,1
15-9UR2,2,12,20.5851956771747,1,6473,7.4,6.9,3.1,6.5,2
15-9UR2,3,18,21.7731956788915,0.971028037383178,6420,7.9,6.2,2.8,7.7,5
15-9UR2,4,21,21.2545858457031,1,6736,4.1,4.1,6.2,4.3,1
15-9UR2,5,31,21.4969249819366,0.991064430161467,6379,4.3,4.6,5.7,4.5,2
15-9UR2,6,1,20.8912558650372,0.98558809855881,6453,6.8,4.4,6,5.8,5
15-9UR2,7,4,22.5792160867477,1,6523,8,3.2,7.6,8.5,5
15-9UR2,8,23,21.3800930028348,1,6497,3.8,5.9,4.2,4.4,4
15-9UR2,9,19,21.3241066291511,1,6475,8,6.2,6,9,5
15-9UR2,10,3,21.736562467089,0.994890510948905,6850,9,4.2,6.6,9,5
15-9UR2,11,40,21.7313241099898,0.978118487645132,6718,6.3,5.6,4.2,5.4,3
15-9UR2,12,25,20.2618770837747,1,6541,4.3,5.7,4.1,4,1
15-9UR2,13,5,21.112161452541,1,6497,7.5,4.4,5.4,8.3,5
15-9UR2,14,2,20.6652349513613,1,6421,4.2,3.9,6.6,3,2
15-9UR2,15,6,21.0229946973855,1,6496,5.3,4.3,6.5,3.3,2
15-9UR2,16,26,19.795763116253,0.993241068554876,6214,5.8,6.2,4,5.8,1
15-9UR2,17,14,20.0102723385661,1,6417,6.5,5.7,4.5,6.8,4
15-9UR2,18,34,20.1943373055713,1,6670,3.5,3.6,7.1,2.4,1
15-9UR2,19,17,20.9497577988658,0.996284929736715,6191,5.5,5.4,5.4,5.7,1
15-9UR2,20,7,19.4359156716707,1,6383,4,3.6,6.4,1,5
15-9UR2,21,37,21.0743792082358,0.991695393293638,6382,1,2.5,7.8,1,1
15-9UR2,22,13,19.2386812837173,1,6395,8.1,6.1,6,8.2,1
15-9UR2,23,32,22.5312637489738,1,6384,4.6,4.3,6.2,3.9,2
15-9UR2,24,8,20.5685969412324,1,6463,7.9,3.2,6.9,7.8,5
15-9UR2,25,24,20.1293990377383,1,5641,2,2.8,6.1,8.5,5
15-9UR2,26,29,19.9418804358259,0.997855063582044,6527,1.5,3.3,6.8,9,5
15-9UR2,27,11,18.7289169734013,0.990246168137483,6459,8.5,3.8,6.2,8.3,1
15-9UR2,28,36,21.5735819512293,1,6474,4,3.7,6.6,5.7,2
15-9UR2,29,30,20.5464444340605,1,6474,1.5,2.5,7.2,5.6,4
15-9UR2,30,20,19.3036670342976,0.994370602032838,6395,7.2,4.3,6.2,5,5
15-9UR2,31,27,20.1491850136256,0.992165465371357,6382,7.2,3.7,6.7,7.4,3
15-9UR2,32,28,20.9714842841434,1,6458,2.9,3.9,6.1,6.4,1
15-9UR2,33,10,19.5352431083996,0.986184414778019,6442,3.4,3.4,7.1,2.7,1
15-9UR2,34,33,20.3459865241651,1,6066,3.6,3.3,6.7,3.3,1
15-9UR2,35,22,20.098267435359,1,6619,4.8,6.3,4.5,6.8,1
15-9UR2,36,15,21.1498762025644,1,6473,7.2,6,4.2,6.3,1
15-9UR2,37,38,19.6760629645116,0.988801604546214,5983,2.4,3.5,7,1,1
15-9UR2,38,9,20.2843403690367,1,6435,7.2,5.7,5.9,7.7,5
16-9USC,1,1,24.0585575980557,0.971410814170292,6436,8.6,7.6,6.2,6.8,3
16-9USC,2,25,23.2597493939232,0.962339252908757,6532,5.9,6.9,2.4,3.1,1
16-9USC,3,36,23.8159920594341,0.994277760593876,6466,2,1.3,6.6,1,1
16-9USC,4,12,25.6802848130516,0.939356435643564,6464,7.2,4.6,2.1,7.1,1
16-9USC,5,23,24.7720072152172,0.947473813924831,6492,3.5,2.1,3.1,1,1
16-9USC,6,2,25.7710086044161,0.993914807302231,6409,7.1,5,5,9,5
16-9USC,7,21,25.2228997615648,0.973226238286479,6723,5,5,5,3.3,1
16-9USC,8,14,26.709269518826,0.80605398658137,6409,7.3,6.7,7,7.1,3
16-9USC,9,5,25.0371515867989,0.954104420144771,6493,6,6.2,6.2,6.7,3
16-9USC,10,31,23.7633493922985,0.949921507064364,6370,4.4,3.7,5.8,1,1
16-9USC,11,30,22.0511681499149,0.99891724671307,6465,5,5,5,4.2,4
16-9USC,12,19,24.3174363548429,0.961788366336634,6464,7.3,5.8,5,7.1,3
16-9USC,13,26,23.6697405615669,0.994522313516997,6207,5.9,5,5,6.8,1
16-9USC,14,37,22.2797369973309,0.979428391959799,6368,1,4.5,7.1,1,1
16-9USC,15,4,23.9756008941354,0.836483786691256,6507,6.9,5,5,6.3,3
16-9USC,16,15,23.6937780822953,0.994893221912721,6462,6.3,5,3.6,5.9,1
16-9USC,17,17,23.1984846049303,0.947411003236246,6180,5,5,1.2,1,1
16-9USC,18,22,23.7633493922986,0.826297473142684,6609,5,2.4,1.9,1.1,1
16-9USC,19,39,23.2793200742,0.981613102595797,6472,2.2,2.8,3.4,1,1
16-9USC,20,24,24.0183001281309,0.984005686866892,5627,3.3,2.6,2.5,7.9,5
16-9USC,21,6,24.2024596523185,0.980407281703178,6482,7,5,6.2,6.4,1
16-9USC,22,32,23.2646436074217,1,6373,4.2,3.3,4.1,1,1
16-9USC,23,27,24.342003535943,0.996228786926461,6364,5,5,5,5.6,3
16-9USC,24,33,22.9840101893252,0.945490584737364,6054,5,5.7,4.4,1,1
16-9USC,25,29,22.8822391382969,0.990943975441289,6515,6.1,3.7,3.3,6.2,4
16-9USC,26,11,23.9328254793445,0.985419574996122,6447,7.2,5.7,4,7.8,1
16-9USC,27,28,23.2817652525139,0.927740734997674,6449,4.5,4.5,4.2,7.7,1
16-9USC,28,20,24.4935378479371,0.918325756388149,6379,8,7.3,6.4,9,5
16-9USC,29,7,22.7675154727261,0.972994190610771,6369,7.7,7.2,7.1,7.4,5
16-9USC,30,40,24.3758890048089,0.887943897344076,6702,4.6,5.8,4.6,1.1,1
16-9USC,31,13,24.098747817116,0.949733792671469,6386,6.2,5.8,4.1,6.5,1
16-9USC,32,38,23.9161699344176,0.932920709267314,5978,3.1,3.8,5.6,1,1
16-9USC,33,8,24.0798431287253,0.987908851340877,6451,6.8,5.4,4.4,6.5,4
16-9USC,34,3,29.6264708944762,0.692577440093513,6844,8.1,7.3,6.1,8.5,5
16-9USC,35,34,24.7857911394306,0.888972243060765,6665,4.6,5,5,3,1
16-9USC,36,9,24.0585575980556,0.937636080870918,6430,7.9,6.8,5.9,9,5
16-9USC,37,10,23.7489720494119,0.958184361884035,6433,4.3,5.7,5,4,1
16-9USC,38,18,23.4158568465816,0.984699453551913,6405,3.6,1.8,2.2,8.9,4
17-9UTL,1,30,23.6721454120239,1,6473,3,4.7,1.4,5,1
17-9UTL,2,7,23.9993320697897,1,6372,4.9,9,1,1,1
17-9UTL,3,10,24.249454763859,0.967225846536191,6438,5,9,2.9,1,1
17-9UTL,4,21,23.8685186220176,0.99256837098692,6728,3,6.7,1,1,1
17-9UTL,5,31,23.7920780137813,1,6371,1,2.6,5,1,1
17-9UTL,6,32,22.7950019196777,1,6375,1,4.8,2.9,1,1
17-9UTL,7,13,22.954270245634,0.993425172197871,6388,6.1,9,4.1,5,1
17-9UTL,8,14,23.8709034467848,0.972737186477645,6419,8,6.6,7.1,9,5
17-9UTL,9,23,23.9589750853839,0.933333333333333,6495,2.7,6.7,3.2,1,3
17-9UTL,10,34,24.0715676298721,0.992494746322426,6662,5,9,1,1,1
17-9UTL,11,19,24.2212686387613,0.972651421508035,6472,5,9,1,2.7,1
17-9UTL,12,3,23.6865693874125,0.962016070124178,6845,7.1,6.6,6,7,2
17-9UTL,13,25,24.29050087387,0.969539262207256,6533,7,9,3,6.7,1
17-9UTL,14,26,23.5274193026133,0.934740573638414,6206,4.9,9,1,3.1,1
17-9UTL,15,28,21.9061271801582,0.969006663567333,6453,3.1,6.6,1,1,1
17-9UTL,16,39,23.2524061421557,0.852051835853132,6482,3.1,6.6,1,1,1
17-9UTL,17,2,22.394417556514,0.984253196133458,6414,5,6.9,2.9,2.4,1
17-9UTL,18,37,21.1767741864753,0.939598368371509,6374,3.1,6.9,5,1,1
17-9UTL,19,36,23.3744924908674,0.957374517374517,6475,5,9,3.1,1,1
17-9UTL,20,33,21.7941012964572,0.936974096683716,6061,2.8,7.8,1,1,1
17-9UTL,21,6,19.7756235366167,0.973505853357979,6492,6.2,7.7,6.1,6,1
17-9UTL,22,9,23.7848991115267,0.963452566096423,6430,7,7.8,6,7.9,5
17-9UTL,23,17,18.6436189251251,0.887558647468047,6181,5,9,1,1.7,1
17-9UTL,24,27,21.5022204432761,0.980043997485858,6364,6,8.9,5.8,6.2,3
17-9UTL,25,18,21.3934014964999,0.910917302600841,6421,8,6.7,6.9,8.9,5
17-9UTL,26,11,19.465182237972,0.971782945736434,6450,6.2,7.8,6,6.9,2
17-9UTL,27,1,21.9217131851042,0.908681472278304,6439,5,8.9,1.2,2.7,1
17-9UTL,28,40,22.9393858150757,0.936268656716418,6700,5,9,1,3.2,1
17-9UTL,29,12,19.2031418175009,1,6463,5,9,1,5.1,1
17-9UTL,30,20,23.1628767468883,0.904702194357367,6380,7,6.7,7,9,5
17-9UTL,31,38,21.6670514150617,0.959531772575251,5980,3.1,6.9,1,1,1
17-9UTL,32,8,17.9909975776972,0.980793060718711,6456,7.1,7.1,6,6.8,2
17-9UTL,33,4,21.1498762025644,0.921198156682028,6510,5,8.7,3.1,5.1,1
17-9UTL,34,15,23.5612682431702,0.919709158415842,6464,6.9,8.6,6,7.1,1
17-9UTL,35,29,18.7896070772887,0.982208588957055,6520,3,5.8,6,7.3,5
17-9UTL,36,22,22.6873655545344,0.883189589953094,6609,6.8,7,2.9,5.8,1
17-9UTL,37,24,18.5118602499114,0.9808,5625,4.3,6.6,3,9,5
17-9UTL,38,5,18.6100020125737,1,6489,5,8.8,1.3,5,2
18-9UVM,1,2,23.4377260685557,1,6415,9,3.4,6.9,9,5
18-9UVM,2,23,23.4862514332747,0.987833050977976,6493,2.7,7.8,2.2,1,1
18-9UVM,3,1,23.5443498558317,0.989132122341251,6441,6.4,9,2.9,3.7,1
18-9UVM,4,22,24.1412292388573,1,6609,3.8,1.9,7.9,7.3,1
18-9UVM,5,25,24.0940230356145,1,6533,3.8,7.4,3.3,9,1
18-9UVM,6,18,24.013559518171,1,6405,7.2,9,1.6,7.1,4
18-9UVM,7,20,24.1011098605245,1,6382,6.5,7.6,4,6.2,1
18-9UVM,8,27,23.2168809841703,1,6364,5,8.5,2.6,5,1
18-9UVM,9,30,23.7009845846414,0.997527047913447,6470,3.5,9,2.1,2,3
18-9UVM,10,17,24.4458476935915,0.940948066655881,6181,5.8,9,1.9,6,1
18-9UVM,11,24,23.3086452843243,0.964444444444444,5625,1.5,2.7,7.2,9,4
18-9UVM,12,15,24.4598154202965,0.961817900757459,6469,6.9,7.3,3.9,6.4,1
18-9UVM,13,36,23.1099779823558,0.983766233766234,6468,2.8,8.9,1.9,1.8,1
18-9UVM,14,21,24.4877269722688,0.982748364069007,6724,3.1,9,2,4,1
18-9UVM,15,38,23.4328680052703,0.980434782608696,5980,3.8,8.8,1.7,2.9,1
18-9UVM,16,14,26.3951895086087,0.993135725429017,6410,8.7,2.8,7,9,4
18-9UVM,17,12,24.357199418772,0.977244582043344,6460,7,5.3,6,7.3,1
18-9UVM,18,34,24.249454763859,0.977187453099205,6663,4.1,9,2.3,1,1
18-9UVM,19,5,25.9931481409518,0.973339497611342,6489,7.9,3.3,7.2,9,4
18-9UVM,20,31,23.6805604348749,0.991214308126765,6374,3.1,8,4,5.7,1
18-9UVM,21,13,23.4085625656777,1,6387,7.1,4.4,5.7,7.5,1
18-9UVM,22,26,23.5854163157616,0.957937147461724,6205,3.1,8.2,2.1,3,1
18-9UVM,23,10,23.7585579113762,0.973426573426573,6435,3.6,7.9,3.2,3.2,1
18-9UVM,24,29,23.2939872940154,1,6520,3.6,7.6,3.9,7.2,3
18-9UVM,25,4,23.4522942204245,0.976333179652682,6507,6.6,7.8,3.5,6.4,1
18-9UVM,26,37,24.1081946021974,0.881337309684508,6371,3,9,2,1,1
18-9UVM,27,39,24.0301475614604,0.975112072963364,6469,3.1,8.9,1.7,1.7,1
