motionMetric,ratingMetric,nRows,pearson_r,pearson_p,spearman_rho,spearman_p,withinSubject_r,withinSubject_p,meanSelectedFrac
clipDynamicMedian,valence,1776,0.0448267810654146,0.0589270570239423,0.042778528974771,0.0714895920341334,0.0624681000115654,0.00845627063946918,0.980684252023353
clipDynamicMedian,dominance,1776,-0.00750118633224803,0.752077284272278,-0.00244663092337878,0.91793520406292,-0.0583478770552373,0.0139209700938445,0.980684252023353
