participantID,seq,exp,nSamples,medianVal,maxVal
14-9UP0,7,36,500,22.6182597679026,26.0226964126332
14-9UP0,8,1,500,24.5782205009379,31.3507320131172
14-9UP0,9,24,500,23.258521784193,32.3005082104977
14-9UP0,10,22,500,22.3995008428254,29.9807768835953
14-9UP0,11,8,500,24.2447593519137,28.1090747526873
14-9UP0,12,17,500,22.8909437306043,27.4513056763899
14-9UP0,13,25,500,23.8709034467847,29.8475706149719
14-9UP0,14,27,500,24.7467167469441,28.3831588214575
14-9UP0,15,28,500,24.1836355788454,35.6194629348639
14-9UP0,16,30,500,24.196578817017,30.7123516427766
14-9UP0,17,32,500,24.8477156192473,29.9978604895245
14-9UP0,18,39,500,24.3466799692104,38.9931895969398
14-9UP0,19,11,500,24.515590911554,28.3931850179698
14-9UP0,20,40,500,24.8660450790143,31.6057157769097
14-9UP0,21,4,500,23.8362998653209,26.3574212059164
14-9UP0,22,29,500,24.0585575980557,28.6963095047857
14-9UP0,23,9,500,24.9984663580128,30.5096521843958
15-9UR2,1,39,500,19.7986310109173,33.0324067579942
15-9UR2,2,12,500,23.2168809841703,25.9108928951147
15-9UR2,3,18,500,20.0259121325785,23.7753238699505
15-9UR2,4,21,500,20.865353986729,24.6429854670294
15-9UR2,5,31,500,22.4439244328607,26.387640190281
15-9UR2,6,1,500,20.3837224961324,23.038433710163
15-9UR2,7,4,500,22.0124114477819,25.9898629515879
15-9UR2,8,23,500,21.7313184264162,26.9891329767507
15-9UR2,9,19,500,20.7202541289813,24.0325163472673
15-9UR2,10,3,500,21.1458381683939,25.4341618115664
15-9UR2,11,40,500,20.9891193984468,23.9304468255117
15-9UR2,12,25,500,18.7000171389455,23.1493560351653
15-9UR2,13,5,500,18.8153405457013,24.3898967958347
15-9UR2,14,2,500,19.9761048432362,23.7057877024503
15-9UR2,15,6,500,21.9813571592079,25.0485171289826
15-9UR2,16,26,500,19.9589995670014,31.4377671798095
15-9UR2,17,14,500,20.8994287502853,24.0940230356145
15-9UR2,18,34,500,19.3889970570588,24.8752004714744
15-9UR2,19,17,500,21.0338227468615,26.2600532292078
15-9UR2,20,7,500,18.5180090931712,22.0279224025047
15-9UR2,21,37,500,19.0677857525793,24.0443567758063
15-9UR2,22,13,500,19.3654954558226,22.639642286018
15-9UR2,23,32,500,21.8866290271301,26.6858150805255
15-9UR2,24,8,500,17.3269400324197,21.3347820273813
15-9UR2,25,24,500,18.9058869895839,23.1714767817655
15-9UR2,26,29,500,19.7525783665555,28.1515707684424
15-9UR2,27,11,500,17.8273017548745,24.2024596523185
15-9UR2,28,36,500,19.3375498861656,23.645678604995
15-9UR2,29,30,500,19.8703883506754,26.9426909458235
15-9UR2,30,20,500,19.8560584647884,24.1105557201309
15-9UR2,31,27,500,20.2337629074976,35.2176603529946
15-9UR2,32,28,500,19.1645663565219,26.0838749605068
15-9UR2,33,10,500,19.5541746744867,26.0161330354018
15-9UR2,34,33,500,19.1764437643184,25.075773412486
15-9UR2,35,22,500,20.4436700224031,33.851171638776
15-9UR2,36,15,500,17.8846864964998,20.7065131766969
15-9UR2,37,38,500,18.0620491603287,32.5340575615768
15-9UR2,38,9,500,20.898066869089,25.003023961885
16-9USC,1,1,500,24.4143888365558,30.7475478110985
16-9USC,2,25,500,20.313785299085,23.7417801130285
16-9USC,3,36,500,20.90895978975,25.6592176970531
16-9USC,4,12,500,23.0951937712811,28.9117250646033
16-9USC,5,23,500,20.8312212451078,27.688751349457
16-9USC,6,2,500,23.5068443489956,28.6526347088689
16-9USC,7,21,500,23.3171799889215,26.8834668714971
16-9USC,8,14,500,22.8996467019696,26.8686404557072
16-9USC,9,5,500,23.229136906147,31.1978362173479
16-9USC,10,31,500,22.8162184605487,26.3574212059165
16-9USC,11,30,500,23.1013542643826,33.9720330942718
16-9USC,12,19,500,22.5741720014156,28.1899643436604
16-9USC,13,26,500,22.0692238617472,30.3300059582186
16-9USC,14,37,500,23.4365113639495,28.3369926261308
16-9USC,15,4,500,20.5048439774649,24.0845706919648
16-9USC,16,15,500,22.5514643743368,27.4927478885058
16-9USC,17,17,500,24.1140946236972,32.6789605767643
16-9USC,18,22,500,23.6553032646233,27.6620118440893
16-9USC,19,39,500,21.8761641174447,34.0306301443625
16-9USC,20,24,500,22.0743894180762,26.662340009735
16-9USC,21,6,500,22.4806771028695,32.3814752263978
16-9USC,22,32,500,23.061889490663,28.3249368958994
16-9USC,23,27,500,22.3052725208953,33.8646219906086
16-9USC,24,33,500,21.9346916808655,25.1618901946333
16-9USC,25,29,500,23.0828660763937,28.2524944834341
16-9USC,26,11,500,19.602146361085,24.8797769043107
16-9USC,27,28,500,23.5431394134044,28.8506237605286
16-9USC,28,20,500,23.2193273018422,33.2693735704436
16-9USC,29,7,500,21.8514886164493,26.5618037312456
16-9USC,30,40,500,21.9450708237657,27.3557503307296
16-9USC,31,13,500,22.39441741225,28.177845708289
16-9USC,32,38,500,22.7349874059292,28.7498197109063
16-9USC,33,8,500,22.3269529700536,26.6687443510764
16-9USC,34,3,500,24.9403353354156,30.2924455649133
16-9USC,35,34,500,23.8935407290546,28.3871697250063
16-9USC,36,9,500,22.6346129307885,28.2202381641013
16-9USC,37,10,500,19.125912860448,22.9468292372006
16-9USC,38,18,500,24.2975281334375,46.5867526884937
17-9UTL,1,30,500,18.7000201122026,23.2450605706117
17-9UTL,2,7,500,24.2459284874247,37.416779254381
17-9UTL,3,10,500,24.136479472524,28.0786810785409
17-9UTL,4,21,500,23.5322573491479,27.5816377899132
17-9UTL,5,31,500,22.6886200397777,27.6022688331076
17-9UTL,6,32,500,21.9450676042852,26.4630366790328
17-9UTL,7,13,500,23.4729169269187,36.6963165256704
17-9UTL,8,14,500,25.6236970464235,28.9864477324086
17-9UTL,9,23,500,18.1955006581475,22.9493098414172
17-9UTL,10,34,500,23.8482272018388,28.6764655708001
17-9UTL,11,19,500,22.3295041836974,26.7412196911631
17-9UTL,12,3,500,24.066837512368,28.5112278703596
17-9UTL,13,25,500,22.4477323594566,37.436551948605
17-9UTL,14,26,500,23.0421396907045,27.4367861136427
17-9UTL,15,28,500,21.5841236483798,27.2807344207777
17-9UTL,16,39,500,22.6873605596229,29.629352909208
17-9UTL,17,2,500,26.207975369776,31.4667254055737
17-9UTL,18,37,500,22.9914391644228,27.6517205338466
17-9UTL,19,36,500,25.0950613946594,28.9785912618124
17-9UTL,20,33,500,18.6527764094243,35.3692736059689
17-9UTL,21,6,500,22.1066006765999,32.556795810545
17-9UTL,22,9,500,24.7823437214872,29.5620330551587
17-9UTL,23,17,500,23.5056330307478,35.2031099383824
17-9UTL,24,27,500,22.6157420121127,25.6791764710206
17-9UTL,25,18,500,22.0098240355336,26.896168722842
17-9UTL,26,11,500,21.4080279397755,26.4479745761941
17-9UTL,27,1,500,19.2933429775208,33.869664495462
17-9UTL,28,40,500,22.6383556904516,26.4608854749744
17-9UTL,29,12,500,22.2976147882551,32.4639938266276
17-9UTL,30,20,500,24.4761009165823,29.1314102593115
17-9UTL,31,38,500,27.054438705624,33.4842700001131
17-9UTL,32,8,500,22.4870063364393,28.7121747773203
17-9UTL,33,4,500,25.6957967255005,37.2704407645502
17-9UTL,34,15,500,25.6003592315626,31.3307524014506
17-9UTL,35,29,500,18.7547342028722,34.2158027138248
17-9UTL,36,22,500,20.21405952236,23.7033862652053
17-9UTL,37,24,500,18.3233212256273,22.9493098414172
17-9UTL,38,5,500,18.1532166412017,22.5640842525315
18-9UVM,1,2,500,23.593862271339,28.6585942821387
18-9UVM,2,23,500,23.579381585199,28.8249620874349
18-9UVM,3,1,500,22.645925700337,32.9927468185796
18-9UVM,4,22,500,23.6601176144589,34.2839468520207
18-9UVM,5,25,500,22.5287371143991,29.5504771098132
18-9UVM,6,18,500,22.232418922445,29.6235886305161
18-9UVM,7,20,500,22.5892982043733,27.8056902484137
18-9UVM,8,27,500,24.6140923102292,74.5836351211036
18-9UVM,9,30,500,25.7035417531958,59.5194208451107
18-9UVM,10,17,500,22.7974984973008,29.6965201544304
18-9UVM,11,24,500,24.4819146621841,28.7300127366565
18-9UVM,12,15,500,21.8684151020501,25.8294776340091
18-9UVM,13,36,500,22.1014497238063,24.4923758051483
18-9UVM,14,21,500,24.8934994743157,30.869496379104
18-9UVM,15,38,500,22.6873587559034,27.7318914712018
18-9UVM,16,14,500,23.6480857798753,29.4230621641234
18-9UVM,17,12,500,23.919739689699,30.0016555253408
18-9UVM,18,34,500,22.2886774291385,36.4160214528046
18-9UVM,19,5,500,22.4363201898642,25.961373696567
18-9UVM,20,31,500,23.2658654239312,127.900585149854
18-9UVM,21,13,500,22.5691291835952,30.0168308705324
18-9UVM,22,26,500,25.3545815276014,43.1854073426779
18-9UVM,23,10,500,23.5854152043135,29.5774339590715
18-9UVM,24,29,500,21.8736196993554,25.6658723462328
18-9UVM,25,4,500,23.1960305178823,26.9954597905849
18-9UVM,26,37,500,25.7212592776348,46.437439712075
18-9UVM,27,39,500,21.2639576096995,26.471639747101
18-9UVM,28,33,500,22.0576209166141,34.9906355884328
18-9UVM,29,11,500,24.6868345605613,54.8922420000607
18-9UVM,30,32,500,23.5225797634687,77.0427017254794
18-9UVM,31,28,500,24.2564961775767,40.4407899603987
18-9UVM,32,6,500,24.9631473217075,47.3166283672171
18-9UVM,33,8,500,22.985244482546,27.5051683761006
18-9UVM,34,19,500,24.1918667338351,55.2941763888635
18-9UVM,35,9,500,23.202164762276,28.6128724988866
18-9UVM,36,40,500,25.6225833190088,34.393358691118
18-9UVM,37,7,500,23.3684032901654,40.8581061619841
18-9UVM,38,3,500,22.1529026606374,39.6662218712257
19-9UY7,1,22,500,21.0973261092187,25.7367482073563
19-9UY7,2,28,500,19.7424806397476,25.8008112821333
19-9UY7,3,24,500,18.8591590109067,33.7096189270072
19-9UY7,4,23,500,18.5931701965815,23.4012660111135
19-9UY7,5,19,500,18.5441171566133,23.0112380392775
19-9UY7,6,32,500,21.1215960666186,23.9874694166653
19-9UY7,7,33,500,20.1943365186189,26.2014587644595
19-9UY7,8,27,500,20.1576579810733,25.3938434319589
19-9UY7,9,29,500,20.2688983186198,23.787292319674
19-9UY7,10,8,500,21.1458381683938,27.5795738367701
19-9UY7,11,26,500,19.5308703077017,23.1419777541699
19-9UY7,12,39,500,19.1393004579057,33.277927648072
19-9UY7,13,9,500,20.9836955025264,23.8351060208249
19-9UY7,14,21,500,21.991713511801,25.2206427797912
19-9UY7,15,4,500,21.2559198246944,36.7815361987319
19-9UY7,16,14,500,20.5048432257245,24.7444163317176
19-9UY7,17,10,500,21.8423688621532,25.9240712766882
19-9UY7,18,13,500,20.2013792550738,24.5388156947917
19-9UY7,19,34,500,20.0614130564637,22.9319399769087
19-9UY7,20,38,500,20.7710170599794,24.3992308554169
19-9UY7,21,40,500,21.15794918824,25.1075350128199
19-9UY7,22,11,500,21.2880375947667,25.8074294203163
19-9UY7,23,36,500,19.2874406159315,22.6371277480765
19-9UY7,24,1,500,21.1390990212576,43.0560343279957
19-9UY7,25,37,500,19.5264957648523,38.2414076012273
19-9UY7,26,15,500,19.8316757296617,25.7455939708783
19-9UY7,27,25,500,19.9974666229313,24.6891420638823
19-9UY7,28,17,500,19.6224672141883,23.4789790220666
19-9UY7,29,6,500,20.3263921183444,22.7525088696636
19-9UY7,30,31,500,19.9532953654589,23.3184121589554
19-9UY7,31,5,500,20.0543176985504,23.7920780137814
19-9UY7,32,3,500,19.350791427057,23.9161699344176
19-9UY7,33,20,500,21.0770241207786,270.86864401102
19-9UY7,34,12,500,19.9218877510315,23.6240018897236
19-9UY7,35,18,500,22.4147437849385,25.3781467635841
19-9UY7,36,2,500,17.6443510619012,22.7450018552598
19-9UY7,37,30,500,19.3493213376348,25.9964329612867
19-9UY7,38,7,500,20.5381308967342,34.8488108161573
20-9V52,1,25,500,24.8053052272666,29.1743683244538
20-9V52,2,23,500,22.5451548595265,25.6836096478289
20-9V52,3,19,500,22.972861386965,28.3711227086166
20-9V52,4,27,500,21.9411800835339,26.0117565305284
20-9V52,5,36,500,23.6889720419185,27.926216525008
20-9V52,6,15,500,24.0277785421258,28.0177948173459
20-9V52,7,4,500,23.4328680052703,28.4632695052547
20-9V52,8,11,500,24.0028889902317,30.9450103102311
20-9V52,9,9,500,29.2347877512669,75.7919750174165
20-9V52,10,20,500,24.5411352728155,32.1804446836968
20-9V52,11,30,500,24.4539958112541,31.0129991918976
20-9V52,12,13,500,24.1859887594605,31.3706989000178
20-9V52,13,3,500,22.6446670358884,26.0533036440623
20-9V52,14,8,500,24.2564961775767,30.2924455649132
20-9V52,15,31,500,23.2058449196218,28.3510511654543
20-9V52,16,12,500,22.5350531342782,31.0240103760514
20-9V52,17,28,500,22.5009248399005,27.9282548605843
20-9V52,18,26,500,22.7850106845189,36.2185242490688
20-9V52,19,33,500,25.2240281514817,31.7620250197146
20-9V52,20,34,500,26.6217403117417,51.1517769767728
20-9V52,21,39,500,26.4845383244427,42.7255591324491
20-9V52,22,6,500,25.7157232986789,40.9137977385215
20-9V52,23,32,500,23.7908749123782,29.4810463144947
20-9V52,24,38,500,22.2400960111377,52.127360148439
20-9V52,25,21,500,24.0005177489274,32.6109538083317
20-9V52,26,24,500,22.7187069068058,34.7703150374958
20-9V52,27,22,500,22.9765740035726,27.7401010307277
20-9V52,28,29,500,23.7141907873639,57.807696566694
20-9V52,29,5,500,23.6553062022928,75.6047272871714
20-9V52,30,18,500,24.7398144315525,58.1131412066097
20-9V52,31,2,500,23.9042641136684,41.8410546068275
20-9V52,32,10,500,23.8959230579354,41.3965282345451
20-9V52,33,17,500,22.9963883495329,32.5165557809991
20-9V52,34,37,500,26.2654720082626,37.6835905567354
20-9V52,35,7,500,23.9233094449805,38.7809303950527
20-9V52,36,40,500,24.1812820548673,29.2775993791345
20-9V52,37,14,500,24.2236186211874,27.8097844382685
20-9V52,38,1,500,24.1954014832571,27.7380488686365
21-9V5J,1,36,500,19.1407889697522,21.8671135656152
21-9V5J,2,23,500,22.7124427872972,35.8774283506929
21-9V5J,3,28,500,23.1407469947596,25.3646847450805
21-9V5J,4,33,500,22.1824325868076,29.5735844849927
21-9V5J,5,30,500,22.3422471535922,25.9504079627319
21-9V5J,6,29,500,19.7150805130362,24.2588428612932
21-9V5J,7,32,500,21.8801244409957,26.3206800818692
21-9V5J,8,19,500,21.8149867238088,25.8206606077635
21-9V5J,9,2,500,17.1303465998492,23.4061306335569
21-9V5J,10,8,500,19.7338399779585,23.3379336459734
21-9V5J,11,37,500,23.4935215933104,30.6288309669876
21-9V5J,12,3,500,18.4193771794149,22.312927479373
21-9V5J,13,11,500,17.9720030298241,21.3534511320465
21-9V5J,14,1,500,19.6050536100028,22.954270245634
21-9V5J,15,13,500,22.0821242638419,25.7853623539294
21-9V5J,16,6,500,19.0364127700652,25.5212997934178
21-9V5J,17,10,500,16.0902219529008,42.4408213861075
21-9V5J,18,15,500,25.1211348341726,35.3580056609684
21-9V5J,19,34,500,24.1859897901509,28.3470351513871
21-9V5J,20,18,500,19.0782302371082,23.6673354667519
21-9V5J,21,7,500,17.8368786045186,22.4045829758103
21-9V5J,22,27,500,22.5577762905169,25.1483124131637
21-9V5J,23,22,500,18.3961840245209,23.4692789683487
21-9V5J,24,20,500,19.8072622535088,24.7582156169235
21-9V5J,25,17,500,18.3497093794464,21.9087256176479
21-9V5J,26,40,500,21.3561166483945,25.8118405697238
21-9V5J,27,25,500,18.9555027284107,35.3982318516617
21-9V5J,28,31,500,18.4348232015969,22.4730792846715
21-9V5J,29,21,500,23.0100010754487,40.2785889110781
21-9V5J,30,12,500,20.170362686203,24.9163581067969
21-9V5J,31,39,500,19.5861711144507,22.862328550112
21-9V5J,32,24,500,24.5504092038012,28.3831588214575
21-9V5J,33,5,500,18.782028543296,23.4085625656777
21-9V5J,34,26,500,18.0083860287061,23.911409076416
21-9V5J,35,14,500,18.2330043085135,21.9113237469922
21-9V5J,36,38,500,24.4841887417585,59.1105852722805
21-9V5J,37,9,500,20.125148256743,46.4080101196527
21-9V5J,38,4,500,21.8032408492267,32.3744426548681
22-9V5N,1,11,500,20.833955897279,25.9701429498813
22-9V5N,2,36,500,21.589406582229,33.373583524891
22-9V5N,3,38,500,20.320766882631,33.9770596583438
22-9V5N,4,28,500,24.2682217722826,46.3232958941149
22-9V5N,5,21,500,23.3403721741286,35.8599709054793
22-9V5N,6,40,500,24.1577295022379,30.3993703421947
22-9V5N,7,20,500,23.0100010754487,28.3410100632568
22-9V5N,8,19,500,21.0148682969835,44.1706930597368
22-9V5N,9,13,500,23.6408627843054,36.3080012900607
22-9V5N,10,37,500,21.3454514201978,27.8363819942981
22-9V5N,11,1,500,20.8926166800427,31.8229027378232
22-9V5N,12,14,500,20.2295423621757,22.8971607174101
22-9V5N,13,22,500,18.7759683567779,29.6658339977931
22-9V5N,14,6,500,20.2182833978651,24.5990564811335
22-9V5N,15,3,500,19.8488894862369,49.4957337487402
22-9V5N,16,2,500,23.0334912984875,58.1846048564043
22-9V5N,17,26,500,20.2576620061878,33.5962862195244
22-9V5N,18,33,500,20.0216482760049,25.0780434322627
22-9V5N,19,25,500,19.3242984882724,28.8032305067465
22-9V5N,20,39,500,22.0756272279761,27.5155144996096
22-9V5N,21,29,500,19.1214480140536,27.527924715004
22-9V5N,22,24,500,20.7737574806902,25.5324498222574
22-9V5N,23,12,500,20.2253210340028,37.0129562255729
22-9V5N,24,27,500,21.1310265548643,24.7834943511071
22-9V5N,25,23,500,18.5640624100263,32.5060501894974
22-9V5N,26,32,500,17.3154370957382,23.2401622330649
22-9V5N,27,4,500,19.5235828851771,43.3091367037952
22-9V5N,28,18,500,20.6541912415364,35.6098727719076
22-9V5N,29,8,500,21.7129640801224,32.6789605767643
22-9V5N,30,5,500,19.599245565553,68.8925635189067
22-9V5N,31,34,500,20.8830787137727,33.7585554005416
22-9V5N,32,15,500,20.1520097977852,37.1603087116269
22-9V5N,33,17,500,19.5468955061601,34.7228045134507
22-9V5N,34,10,500,20.4645493932072,36.69941889001
22-9V5N,35,31,500,21.0243481380433,36.271923082301
22-9V5N,36,7,500,22.163178854074,35.1270265180008
22-9V5N,37,30,500,21.0216355012824,29.6120567069114
22-9V5N,38,9,500,22.7349864407871,27.9221394074559
23-9VIV,1,38,500,20.7326124090202,23.4886750699803
23-9VIV,2,17,500,24.7880872894322,28.7953240474961
23-9VIV,3,2,500,20.264686161478,28.3991990368217
23-9VIV,4,24,500,23.0495499304275,27.3536693334021
23-9VIV,5,14,500,21.754886783858,26.6302952002594
23-9VIV,6,6,500,20.4923367818458,24.3197771582709
23-9VIV,7,12,500,20.0159611154653,22.8074848086915
23-9VIV,8,3,500,21.5366092043471,29.0688124748943
23-9VIV,9,33,500,17.2677027676091,21.1552585353153
23-9VIV,10,15,500,21.5841337995115,25.270249813969
23-9VIV,11,22,500,23.0507847718502,26.0445623911258
23-9VIV,12,7,500,17.4529679433485,34.2490606947655
23-9VIV,13,13,500,30.1415437120695,88.8304028489965
23-9VIV,14,29,500,24.2106903533632,39.8294875103189
23-9VIV,15,20,500,21.8475805942764,26.9701436301642
23-9VIV,16,5,500,23.9470913788131,34.4181765118035
23-9VIV,17,39,500,21.2586027977842,25.6969045894394
23-9VIV,18,32,500,21.7588110615608,25.899905788275
23-9VIV,19,4,500,23.0322553972286,34.6275879065309
23-9VIV,20,40,500,23.6961803714899,27.8179710102558
23-9VIV,21,28,500,23.5141073943473,30.2774083609264
23-9VIV,22,27,500,23.7381832974551,35.00690046896
23-9VIV,23,36,500,22.6346129307885,29.6619959960955
23-9VIV,24,11,500,23.9030752635601,33.3548156279657
23-9VIV,25,34,500,22.8399062156382,27.2786477007363
23-9VIV,26,26,500,25.2657432042263,29.625510181365
23-9VIV,27,23,500,24.7156333904975,34.9971424477338
23-9VIV,28,10,500,23.480190965407,28.9943020741683
23-9VIV,29,37,500,23.4377255651816,28.2303222230846
23-9VIV,30,19,500,23.1259629340369,28.0543424310213
23-9VIV,31,31,500,24.8282338452782,31.0019840968274
23-9VIV,32,21,500,24.0325158803506,28.1839056773276
23-9VIV,33,30,500,24.1376871083895,29.3455717420736
23-9VIV,34,25,500,23.1997111942546,39.8066134308958
23-9VIV,35,8,500,24.8282401969946,40.5897229501446
23-9VIV,36,1,500,22.2208933400222,27.2535945979146
23-9VIV,37,18,500,23.5769583716732,27.2911656276823
23-9VIV,38,9,500,22.7974984973008,28.5969521346
24-9VL3,1,25,500,23.2279086378432,28.0421651856682
24-9VL3,2,18,500,21.7823424349761,26.2188337390244
24-9VL3,3,6,500,20.8325895570268,26.8898185471609
24-9VL3,4,26,500,23.5080551682194,30.1115035047405
24-9VL3,5,23,500,21.133720979683,27.1489578198064
24-9VL3,6,22,500,23.2572986810731,26.2752230569723
24-9VL3,7,20,500,23.2927653464018,27.0649571301517
24-9VL3,8,38,500,23.5080520502825,28.2585384442441
24-9VL3,9,24,500,22.980294767796,26.2470435413996
24-9VL3,10,4,500,24.8740559948288,30.5227100288561
24-9VL3,11,8,500,23.8482379529012,28.1333660503959
24-9VL3,12,32,500,23.6119506713249,26.919439884308
24-9VL3,13,21,500,21.4942767620335,28.3911800619233
24-9VL3,14,17,500,23.9756007765729,28.9962653271804
24-9VL3,15,14,500,23.4073463469491,28.4192365747954
24-9VL3,16,7,500,23.3842318631611,26.0926030433879
24-9VL3,17,12,500,22.5085136853745,26.3228427440546
24-9VL3,18,31,500,23.9292573803661,28.1212230244146
24-9VL3,19,9,500,24.1081946021974,28.2222552641477
24-9VL3,20,28,500,21.5471793199304,25.4363998477194
24-9VL3,21,39,500,24.7398148595565,28.0543424310213
24-9VL3,22,19,500,23.8124064536147,27.8159245931411
24-9VL3,23,10,500,23.1665627553547,26.6580695940737
24-9VL3,24,15,500,24.2153889482298,37.8117740990504
24-9VL3,25,33,500,24.5538897198387,30.0016555253408
24-9VL3,26,3,500,24.5944277041083,29.4037087040513
24-9VL3,27,37,500,23.6973764633846,39.7450741114385
24-9VL3,28,13,500,23.6504928322781,28.0056016805602
24-9VL3,29,2,500,25.21274172725,36.5626658372461
24-9VL3,30,34,500,22.532522675783,25.7522262995198
24-9VL3,31,36,500,24.4667958509196,57.6765785356881
24-9VL3,32,30,500,24.0632888780023,28.8427302928678
24-9VL3,33,11,500,23.9696643997066,34.8226652168161
24-9VL3,34,1,500,23.552810537595,32.1220168247358
24-9VL3,35,29,500,23.6829617471596,27.006001186508
24-9VL3,36,40,500,23.5044225857919,28.6784505820904
24-9VL3,37,27,500,23.8923556826094,28.4852604454663
24-9VL3,38,5,500,23.9886559166146,38.9098878955494
25-9VNK,1,23,500,23.092728837788,26.8982851149234
25-9VNK,2,11,500,21.9294995753585,38.3528879881553
25-9VNK,3,12,500,20.6362910197888,34.9157195500984
25-9VNK,4,14,500,20.5270396934046,26.596071513573
25-9VNK,5,10,500,19.7655455794414,23.7297887086003
25-9VNK,6,30,500,19.0229510132113,22.4578759369275
25-9VNK,7,2,500,20.1166687575545,25.864715682637
25-9VNK,8,20,500,19.1333524187839,35.4014479723108
25-9VNK,9,6,500,20.6238733699419,33.6132258092759
25-9VNK,10,15,500,20.823023740642,33.6216924036545
25-9VNK,11,7,500,19.4710293944737,23.6047169870076
25-9VNK,12,40,500,18.5977616074666,24.4807520676965
25-9VNK,13,33,500,20.9075984407117,23.4644274377608
25-9VNK,14,3,500,18.7030639830391,21.8488833718955
25-9VNK,15,31,500,21.0973230034601,25.5146074372536
25-9VNK,16,34,500,22.0253366625037,24.2940159156666
25-9VNK,17,17,500,19.2179576872708,24.7766027086647
25-9VNK,18,37,500,22.2874005800356,36.3409109813928
25-9VNK,19,39,500,23.3854487144473,29.9940649735368
25-9VNK,20,18,500,21.1808048722163,24.5016708247638
25-9VNK,21,9,500,19.2490318184914,34.7326396091056
25-9VNK,22,26,500,19.3346014201486,23.9256888084003
25-9VNK,23,28,500,20.5962540694186,24.0916602973851
25-9VNK,24,24,500,24.0810146352589,37.2719680851435
25-9VNK,25,38,500,23.0729998898339,37.9110059325962
25-9VNK,26,32,500,19.3640255889864,21.678870921962
25-9VNK,27,25,500,19.4666439171063,25.630360918162
25-9VNK,28,5,500,21.2719873001278,27.3807099621361
25-9VNK,29,4,500,23.7033843186527,27.062853772299
25-9VNK,30,22,500,19.4183345593693,23.5878297633315
25-9VNK,31,21,500,19.0379087549918,23.2058449196218
25-9VNK,32,36,500,20.6569692242728,27.1971407374438
25-9VNK,33,29,500,19.5046223889511,24.7811973499111
25-9VNK,34,1,500,19.0513594712053,22.8598385072413
25-9VNK,35,27,500,20.7202497577526,25.458769388449
25-9VNK,36,8,500,20.088351757904,35.4673141770987
25-9VNK,37,13,500,19.8460225997557,23.6119506713249
25-9VNK,38,19,500,20.5159456804859,25.2251565413986
26-9VTJ,1,22,500,25.562528642774,32.2581838749428
26-9VTJ,2,27,500,20.9904758105729,29.1411790165893
26-9VTJ,3,17,500,24.8098945529919,40.4379746316362
26-9VTJ,4,24,500,24.1093744674658,38.4329536395825
26-9VTJ,5,28,500,21.4929521625472,36.2216675360566
26-9VTJ,6,23,500,19.8789811580523,33.0461903624989
26-9VTJ,7,40,500,25.6924736111082,36.7815361987319
26-9VTJ,8,9,500,25.363559583875,35.5378640580181
26-9VTJ,9,12,500,23.5116871270596,27.236879726917
26-9VTJ,10,1,500,23.2707583517931,28.795324047496
26-9VTJ,11,38,500,24.870623091209,33.8646219906085
26-9VTJ,12,31,500,24.1070136962966,29.0531419549011
26-9VTJ,13,30,500,27.8455827525979,36.193368125701
26-9VTJ,14,25,500,23.6697375070895,27.5444629710557
26-9VTJ,15,20,500,23.8434632917611,28.2383868775051
26-9VTJ,16,29,500,28.1009723300696,36.2891823523987
26-9VTJ,17,39,500,21.465120684045,34.2174663806001
26-9VTJ,18,34,500,25.2465768014919,37.0452396649642
26-9VTJ,19,10,500,23.4389388857044,26.6708787897808
26-9VTJ,20,11,500,24.6510690831349,37.2505798982287
26-9VTJ,21,7,500,23.0211298961441,28.4152301975886
26-9VTJ,22,4,500,23.081633478353,37.6170651483941
26-9VTJ,23,21,500,25.7135124324239,31.1211066334015
26-9VTJ,24,15,500,26.4995803422482,38.1161624800999
26-9VTJ,25,32,500,24.1471186635282,29.1020843128901
26-9VTJ,26,2,500,24.8064517095622,27.8302463529185
26-9VTJ,27,19,500,24.3150953260669,28.690357765739
26-9VTJ,28,14,500,23.3842307227787,28.5212090461845
26-9VTJ,29,6,500,23.7057877024503,35.1091959503354
26-9VTJ,30,13,500,25.1313163706929,37.5109861167409
26-9VTJ,31,37,500,23.3793625573792,32.3410170564737
26-9VTJ,32,26,500,24.8866398705116,38.2726548413049
26-9VTJ,33,36,500,22.7136942284063,33.2231434929715
26-9VTJ,34,8,500,26.2871310486966,38.2875255163197
26-9VTJ,35,33,500,28.6506468066847,38.901108918738
26-9VTJ,36,18,500,25.2916409289127,39.3202889113142
26-9VTJ,37,5,500,20.0244894344885,41.0513094900057
26-9VTJ,38,3,500,20.9307286241621,33.2847693273483
27-9VUW,1,20,500,21.8645101828373,26.9342383366913
27-9VUW,2,34,500,22.223455564688,26.6388442519083
27-9VUW,3,7,500,22.9393846070547,26.6602048874085
27-9VUW,4,37,500,21.547179157971,24.9323455053664
27-9VUW,5,32,500,21.5524622718927,28.228305699476
27-9VUW,6,30,500,22.5993761051269,26.210147691498
27-9VUW,7,31,500,22.889701143758,26.8028820297079
27-9VUW,8,21,500,22.5590380522555,27.9160226146392
27-9VUW,9,36,500,23.5854161922673,28.1232472261825
27-9VUW,10,28,500,22.6157425723922,27.633186516884
27-9VUW,11,23,500,22.1939785896614,26.879231587206
27-9VUW,12,39,500,21.2157146288516,27.3973370837305
27-9VUW,13,18,500,23.3525635430515,28.8979392884405
27-9VUW,14,1,500,22.3651557750095,29.1118629107645
