participantID,seq,exp,nSamples,medianVal,maxVal
02-9TZO,2,19,500,22.5867780617017,29.4133870258644
02-9TZO,3,33,500,21.7561940896976,25.6125867406302
02-9TZO,4,40,500,22.4958650409399,35.8282083032277
02-9TZO,5,28,500,22.6031540717109,26.4630366790327
02-9TZO,6,24,500,21.3800928370485,24.1459447832404
02-9TZO,7,21,500,23.4535077932205,29.0942590682438
02-9TZO,8,14,500,23.1358218614695,27.0418111956219
02-9TZO,9,39,500,23.1444369197636,27.1132893254884
02-9TZO,10,11,500,22.8809943887848,26.0882393669558
02-9TZO,11,5,500,23.9922150644376,36.4128949431227
02-9TZO,12,6,500,21.5907263074523,31.2907549063046
02-9TZO,13,18,500,20.9904749346205,24.7857911394306
02-9TZO,14,25,500,23.6721454120239,29.8647304193556
02-9TZO,15,38,500,22.3447948755115,32.7902557838331
02-9TZO,16,4,500,21.3987210882393,24.9391941102217
02-9TZO,17,29,500,23.5165289078465,26.709269518826
02-9TZO,18,12,500,21.9955958488248,29.5909031747267
02-9TZO,19,26,500,23.0779338398274,26.1449103522393
02-9TZO,20,1,500,22.9133144928116,36.4831766046237
02-9TZO,21,13,500,22.1040237000069,27.0838800001404
02-9TZO,22,17,500,21.8397625297034,24.8980742238674
02-9TZO,23,34,500,21.467776595673,26.9257830740951
02-9TZO,24,9,500,23.4971555487869,27.6043310893646
02-9TZO,25,27,500,23.1001228491939,29.3746546058153
02-9TZO,26,31,500,21.7090469511554,24.877488793127
02-9TZO,27,32,500,21.4969249819366,25.6214753706881
02-9TZO,28,37,500,22.0821242638419,27.1720124837842
02-9TZO,29,20,500,22.152896401205,26.3487808446923
02-9TZO,30,23,500,21.439916127637,25.5346792437698
02-9TZO,31,2,500,22.2375383560917,26.9025173996029
02-9TZO,32,22,500,23.0581922332718,28.7121747773203
02-9TZO,33,10,500,22.3829750383595,25.7676950943327
02-9TZO,34,36,500,22.8336766287018,29.3416918489196
02-9TZO,35,30,500,22.8872140789228,26.443669542459
02-9TZO,36,8,500,22.3931465185648,26.2708897143096
02-9TZO,37,3,500,23.6010992826215,26.6324327204459
02-9TZO,38,7,500,23.434082584033,28.3349836939652
03-9U4C,1,6,500,23.9993319525757,26.9785849898795
03-9U4C,2,21,500,24.5214110153719,26.636707246229
03-9U4C,3,34,500,22.3052719368928,26.3185172419722
03-9U4C,4,38,500,22.1400507115312,28.6466738957863
03-9U4C,5,2,500,21.9035284344133,28.1151495446941
03-9U4C,6,31,500,23.9708499576188,27.6146400605158
03-9U4C,7,12,500,23.3184116478149,27.2744737817002
03-9U4C,8,1,500,24.2259681477932,27.4160305420863
03-9U4C,9,32,500,21.900929226066,27.2911656276823
03-9U4C,10,23,500,18.901369813454,34.3569267924437
03-9U4C,11,25,500,23.5564356581038,29.178270466961
03-9U4C,12,40,500,23.0050524218781,26.4242882111462
03-9U4C,13,13,500,22.3078221303802,28.5072344215172
03-9U4C,14,17,500,22.2285779470459,26.9975683990467
03-9U4C,15,26,500,21.9502587840612,28.0807083469511
03-9U4C,16,20,500,23.8696860161918,36.9560072624175
03-9U4C,17,14,500,22.7450006160013,26.2708897143095
03-9U4C,18,7,500,22.8946732478014,27.9058249804671
03-9U4C,19,11,500,22.3575282603999,28.2162035314173
03-9U4C,20,28,500,21.4770553324202,25.5346792437698
03-9U4C,21,15,500,23.431653048703,28.3289560426946
03-9U4C,22,8,500,24.3688820897966,29.337811442654
03-9U4C,23,9,500,24.5816911820434,44.877714533053
03-9U4C,24,36,500,22.5451542939679,26.6409810861677
03-9U4C,25,39,500,22.2477733974553,25.8823167161015
03-9U4C,26,29,500,24.0360690590957,28.2827013716552
03-9U4C,27,24,500,23.0767004512375,30.0679911155587
03-9U4C,28,33,500,20.4144184088428,26.0248838372084
03-9U4C,29,3,500,21.732632831084,25.9745264663188
03-9U4C,30,19,500,24.3910637207115,30.1039406505449
03-9U4C,31,18,500,21.7575032835709,28.1960217081275
