participantID,seq,exp,clipDurationSec,front_clip_motion_median,front_clip_motion_n,front_clip_motion_frac,e4_eda_mean,e4_eda_std,e4_eda_n,e4_hr_mean,e4_hr_std,e4_hr_n,e4_skt_mean,e4_skt_std,e4_skt_n,e4_bvp_std,e4_bvp_n,e4_ibi_mean,e4_ibi_sdnn,e4_ibi_rmssd,e4_ibi_n,bh3_rr_mean,bh3_rr_sdnn,bh3_rr_rmssd,bh3_rr_n,bh3_hr_mean,bh3_hr_std,bh3_hr_n,bh3_br_mean,bh3_br_std,bh3_br_n,bh3_bb_mean,bh3_bb_std,bh3_bb_n,bh3_rsp_std,bh3_rsp_n,bh3_hr_conf_mean,bh3_hr_conf_std,bh3_hr_conf_n,valence
04-9U66,7,22,66.2799999713898,11.6333361291829,5990,1,0.15612215037594,0.00142439013627608,266,67.8040298507463,3.65772783407765,67,28.4136842105263,0.0265777232356953,266,27.7464290974503,4249,1.07533482142857,0.100729182055448,0.127187172968003,28,1047.328125,99.618009254638,78.2059754953201,64,57.8059701492537,4.99162573252852,67,16,2.19503572139084,67,3043.63636363636,732.162780850227,22,11606.8112341737,1657,100,0,67,5.5
04-9U66,8,19,64.7330000400543,11.2467337299746,5928,1,0.151696407692308,0.0010078984075494,260,90.7723076923077,8.61641597642814,65,28.4128461538462,0.0302814242889042,260,26.9422390594463,4150,0.985197368421053,0.080092192058909,0.0965299635044304,19,1026.28571428571,76.8132273075473,83.0147674387107,63,60.4461538461538,5.51710626492381,65,19.9538461538462,0.873762861685903,65,2970.90909090909,1125.44132757696,22,10430.0986111762,1619,100,0,65,8.2
04-9U66,9,25,65.4990000724792,11.4673961600627,5976,1,0.15727386259542,0.00107651101870107,262,71.7534848484848,5.75073439923425,66,28.3700763358778,0.0199998537621516,262,13.1590713681144,4199,1.07633928571429,0.0933486682861535,0.105089357110704,35,1048.38709677419,92.6810774962146,70.1532280785144,62,59.0923076923077,7.64387638269001,65,18.3384615384615,2.64738622912371,65,3014.54545454545,899.146300256009,22,13294.5765252139,1638,100,0,65,2.6
04-9U66,10,1,64.7999999523163,11.0804013324856,5934,1,0.15950122007722,0.00113365276811955,259,75.0996875,6.17042664490542,64,28.2744015444015,0.0206279556850672,259,12.7579742619424,4153,0.994664634146341,0.119539407202135,0.107942629799931,41,1024.42857142857,78.3024974441479,81.0850807644701,63,61.1846153846154,7.60528662282919,65,19.2153846153846,1.08242072013825,65,3672.94117647059,1008.68580778334,17,20244.1090124607,1620,100,0,65,7.8
04-9U66,11,3,68.5490000247955,10.3776532161424,6269,1,0.161435131386861,0.00212987044892276,274,64.8976811594203,4.26512710828023,69,28.2,0.023858557568109,274,15.360452614822,4395,1.11421130952381,0.12464164024025,0.108801851950253,42,1106.46774193548,95.2254818049323,90.3787114060044,62,56.768115942029,7.99107025066515,69,18.4347826086957,0.794804098496738,69,3027.82608695652,1156.51104039748,23,11006.3325480208,1714,100,0,69,8.3
04-9U66,12,4,65.5240001678467,10.5182940538816,5887,1,0.150382110687023,0.00100292026054125,262,76.2577272727273,11.4674390938269,66,28.0179389312977,0.0244704077208767,262,12.1661546030271,4201,1.09943181818182,0.100979376189321,0.131790976956478,22,1108.77966101695,89.2532367415806,86.5735684757229,59,54.3636363636364,3.45358838416982,66,17.5151515151515,1.75624095282575,66,3120,977.6448607159,20,9646.52908869789,1638,100,0,66,8.5
04-9U66,13,18,64.7890000343323,11.3427181443409,5873,1,0.157680823076923,0.00199548790819273,260,65.6104615384615,4.36961719961301,65,28.0775384615384,0.0282586382996528,260,38.5262710903664,4154,1.07510080645161,0.154859403369082,0.157753186048122,31,1066.86885245902,117.931261816624,93.223477014466,61,56.9375,6.16666666666667,64,18.03125,1.87691700943794,64,3461.05263157895,1010.37888788119,19,14288.44558355,1620,100,0,64,8.6
04-9U66,14,14,64.2550001144409,11.187528069797,5872,1,0.158131194552529,0.00116583639549637,257,88.10984375,8.17965410301925,64,28.0152140077821,0.0266203949635538,257,28.5412907237207,4119,1.03048780487805,0.103582744720397,0.122484453732913,41,1050.04918032787,96.7227009254649,85.0066664052493,61,58.078125,4.24378046310688,64,16.59375,0.903586329006949,64,3474,1659.23381176532,20,13558.0961302009,1606,100,0,64,8.5
04-9U66,15,11,64.6410000324249,11.2549771125454,5911,1,0.162784413127413,0.00100790163632627,259,74.4075384615385,4.03184744827404,65,27.9971814671815,0.0223296714898996,259,12.2230045050092,4144,1.06215277777778,0.10812438875579,0.0978336456957096,45,1073.2,100.283462651406,75.5402014420024,60,59.15625,9.05401559600481,64,16.703125,1.61028132709193,64,3011.42857142857,934.078614005725,21,10407.3072890424,1616,100,0,64,9
04-9U66,16,28,64.6259999275208,10.9453902912345,5937,1,0.168056182170543,0.00150196917494416,258,80.0792307692308,6.29154450127617,65,27.954496124031,0.0188774973737882,258,10.6616726169664,4143,1.06875,0.0848801488474623,0.0796096183041384,50,1057.04918032787,103.866007629944,90.1873974935892,61,58.5846153846154,5.6510295181838,65,18.3846153846154,1.97398951754679,65,3385.26315789474,1031.69422914744,19,12703.5245170284,1616,100,0,65,2.3
