medianA,medianB,deltaMedian_AminusB,pairLabel,deltaMedian_sorted,subjectID,markerGroup,emotionA,emotionB,ksD,nSamplesA,nSamplesB,nVideosA,nVideosB
15.2374663289378,15.8834734128699,-0.646007083932103,JOY-SAD,0.646007083932103,SK0702,uppertorso,JOY,SAD,0.070410552033332,8151,9726,1,1
16.4324554306097,18.4496047957487,-2.01714936513902,DISGUST-NEUTRAL,-2.01714936513902,SK0702,L-arm,NEUTRAL,DISGUST,0.117305774982744,4420,3540,1,1
16.4324554306097,15.530972867157,0.901482563452614,FEAR-NEUTRAL,0.901482563452614,SK0702,L-arm,NEUTRAL,FEAR,0.0667286826465982,4420,12968,1,1
16.4324554306097,17.7471170099113,-1.31466157930165,JOY-NEUTRAL,-1.31466157930165,SK0702,L-arm,NEUTRAL,JOY,0.0897496663302843,4420,6950,1,1
16.4324554306097,17.3532799611039,-0.920824530494265,NEUTRAL-SAD,0.920824530494265,SK0702,L-arm,NEUTRAL,SAD,0.0718001116187997,4420,8578,1,1
18.4496047957487,15.530972867157,2.91863192859163,DISGUST-FEAR,-2.91863192859163,SK0702,L-arm,DISGUST,FEAR,0.15549191926585,3540,12968,1,1
18.4496047957487,17.7471170099113,0.702487785837366,DISGUST-JOY,-0.702487785837366,SK0702,L-arm,DISGUST,JOY,0.0484879892696013,3540,6950,1,1
18.4496047957487,17.3532799611039,1.09632483464475,DISGUST-SAD,-1.09632483464475,SK0702,L-arm,DISGUST,SAD,0.0860415489367755,3540,8578,1,1
15.530972867157,17.7471170099113,-2.21614414275426,FEAR-JOY,2.21614414275426,SK0702,L-arm,FEAR,JOY,0.120970091292789,12968,6950,1,1
15.530972867157,17.3532799611039,-1.82230709394688,FEAR-SAD,1.82230709394688,SK0702,L-arm,FEAR,SAD,0.122652272883202,12968,8578,1,1
17.7471170099113,17.3532799611039,0.393837048807384,JOY-SAD,-0.393837048807384,SK0702,L-arm,JOY,SAD,0.0726579119078251,6950,8578,1,1
17.3363487775825,18.8408950159668,-1.50454623838434,DISGUST-NEUTRAL,-1.50454623838434,SK0702,R-arm,NEUTRAL,DISGUST,0.100927071165166,4312,3564,1,1
17.3363487775825,16.6305691313712,0.705779646211312,FEAR-NEUTRAL,0.705779646211312,SK0702,R-arm,NEUTRAL,FEAR,0.0707231299615789,4312,11848,1,1
17.3363487775825,15.914742487608,1.4216062899745,JOY-NEUTRAL,1.4216062899745,SK0702,R-arm,NEUTRAL,JOY,0.0942622102113296,4312,9855,1,1
17.3363487775825,18.828825643364,-1.49247686578146,NEUTRAL-SAD,1.49247686578146,SK0702,R-arm,NEUTRAL,SAD,0.108461692742789,4312,8353,1,1
