participantID,seq,exp,baselineDynamicMedian,clipDynamicMedian,preDynamicMedian,walkDynamicMedian,walkRawMedian,clipMinusBaseline,clipOverBaseline,logClipOverBaseline,clipMinusPre,clipOverPre,logClipOverPre,baselineSelectedFrac,clipSelectedFrac,preSelectedFrac,walkSelectedFrac,valence,dominance,arousal,liking,familiarity
05-9U8B,16,21,19.0333383812536,10.4269635382239,9.95960346929808,224.056083644094,998.993982465109,-8.60637484302967,0.54782631030685,-0.601796994268819,0.467360068925837,1.04692556991516,0.0458578404552193,0.123076923076923,0.957943925233645,1,0.934984520123839,3.4,8.3,4.2,2.3,1
05-9U8B,17,12,14.879120783639,9.50896375349762,9.01494698699587,234.34305917191,991.70207212929,-5.37015703014137,0.639081024461716,-0.44772403379827,0.494016766501755,1.05479974171943,0.0533509306348419,0.868303571428571,0.987088005436629,1,0.890504704875962,7.6,7.3,5.9,8.7,1
05-9U8B,18,14,19.8533982295568,10.6714021324452,8.88709132151024,241.790437541013,1004.52078126836,-9.18199609711162,0.537510103260715,-0.620807722392854,1.78431081093494,1.20077556833654,0.182967654974682,1,1,1,0.892233856893543,7.8,6.9,5.7,8.4,1
05-9U8B,19,13,14.6227595904198,10.4412079511246,8.70249006510972,213.260268108808,995.669371773929,-4.1815516392952,0.714038132581024,-0.33681891109243,1.73871788601493,1.19979544624657,0.182151080802556,0.859340659340659,1,1,0.817774458551158,5.8,8.7,3,5.3,1
05-9U8B,20,40,11.3470995324733,10.1069962176206,8.903645045316,228.432751494016,1000.07449690003,-1.24010331485267,0.890711867706481,-0.115734284610981,1.20335117230462,1.13515264435858,0.126767130312265,0.741379310344828,0.993533785968316,1,0.768265682656827,3.2,8,5.7,3.5,1
05-9U8B,21,8,16.8681650904332,11.461427210917,9.36497437786347,228.236121284129,993.903918897596,-5.40673787951614,0.679470893809156,-0.386440881026317,2.09645283305356,1.22386103244543,0.202010642060687,0.982683982683983,0.984584450402145,1,0.840585774058577,5,8.2,6,7.3,1
05-9U8B,22,29,13.1063806560839,10.7473298097349,8.99701471530308,227.190024981249,1001.22425060523,-2.35905084634906,0.820007452228698,-0.198441850681357,1.75031509443179,1.19454398484585,0.1777645099152,0.852747252747253,0.966939388879613,1,0.871428571428571,4.2,8.6,5,6.5,1
05-9U8B,23,23,14.2160609221234,9.82906853100239,8.89705833738453,227.386282742998,997.618658416185,-4.38699239112104,0.69140590947427,-0.369028204417644,0.932010193617861,1.10475487046113,0.0996234736735615,0.538631346578366,0.968088679879073,1,0.914030819140308,3.3,8.7,3.2,5,2
05-9U8B,24,30,16.0489203106394,10.5435604287237,11.1460878547245,219.494576227154,1001.28392239778,-5.50535988191576,0.656963847077859,-0.420126289290336,-0.602527426000846,0.945942699012062,-0.0555732836336649,0.858719646799117,0.984683458134786,1,0.853301700276789,3,7.6,6.3,8.3,2
05-9U8B,25,34,11.4383942380519,11.2226660735474,10.6108500052225,223.008501299408,999.417829024215,-0.215728164504471,0.981139995700899,-0.0190401224619764,0.611816068324877,1.05765947761242,0.0560584268210557,0.755506607929515,1,1,0.848508033664881,5.7,6.9,7.5,7.4,1
05-9U8B,26,37,15.7138130817643,10.6181863966,9.8580314498617,219.868440124734,999.4808648284,-5.09562668516432,0.675723094156075,-0.391971910887488,0.760154946738291,1.07711021724819,0.0742817302159458,1,1,1,0.832826747720365,2.3,6.5,6.5,8.5,1
05-9U8B,27,25,12.1906576160299,10.8068061338815,9.09365037564922,208.920253951585,1007.02184680219,-1.38385148214836,0.886482622534761,-0.120493755989658,1.7131557582323,1.18839032593773,0.172599724164,0.914660831509847,0.959668049792531,1,0.893165750196386,5,8.4,4.5,3,1
05-9U8B,28,33,15.8390348655782,9.57914401186243,9.22245766962618,222.002225503008,1001.94934720247,-6.25989085371577,0.604780789559348,-0.502889217916006,0.356686342236255,1.03867584487929,0.0379466758346819,0.737991266375546,0.975279682425117,1,0.828593389700231,4,8.7,4.1,5.7,1
05-9U8B,29,38,17.8750146700072,10.2129483319523,8.97019028368352,226.439518826274,991.437844748727,-7.66206633805484,0.571353283927025,-0.559747549743336,1.24275804826883,1.13854310878214,0.129749470347753,0.706140350877193,0.983364140480592,1,0.837946249498596,2.1,7.6,5.4,6,1
05-9U8B,30,1,12.2936935849558,10.8555398337463,8.46269785009253,236.126587841974,999.975499069696,-1.43815375120954,0.883016951636939,-0.124410880785624,2.39284198365377,1.2827516739981,0.249007515846373,1,0.956654767975523,1,0.87095485417499,7.6,8.3,5.5,8.6,1
05-9U8B,31,39,14.8771435498212,9.64064103092025,8.90274247237399,221.430230645539,1002.84470208967,-5.23650251890097,0.648016939450457,-0.433838441844288,0.737898558546261,1.0828844101507,0.0796282311598849,1,1,1,0.843875100080064,2,7.6,6.3,7.1,1
05-9U8B,32,31,14.5915903795276,10.7597288397934,8.52716195983145,221.393095522643,993.636754553695,-3.83186153973415,0.737392467848442,-0.304635007706132,2.23256687996197,1.26181828027647,0.232553760309185,1,1,1,0.822073841319717,4.6,8.3,5,5.3,1
05-9U8B,33,17,15.875201220872,10.64032286109,9.47612065906181,255.652544988812,1001.40126749522,-5.23487835978191,0.670248062563179,-0.400107392488405,1.16420220202823,1.12285641391817,0.115875808203301,0.860927152317881,0.98172553154103,1,0.800667222685571,5,8.8,4,3.4,1
05-9U8B,34,36,14.2947679994067,9.89866301132455,8.97220107648411,257.700983433795,1001.61569476521,-4.39610498808218,0.692467552585349,-0.367493897490815,0.926461934840436,1.10325915869949,0.0982686706961645,0.888157894736842,0.932135057953973,1,0.907018328118015,3.8,8.8,4,5.9,1
